ECID,Type,Name,Unit,Pointer,Max,Min,Default,Comment,Line,SourceRef
2706,INT_4_TYPE,Loader Tray Type for RT,,&TrayForm.LoaderToEmptyColor[RT],2,0,0,0:Empty; 1:Color; 2:Auto2 ,212,SECSGEM/uHGemHT9045_EC.cpp#L212
2707,INT_4_TYPE,Auto1 Tray Type for RT,,&TrayForm.AutoFromEmptyColor[RT][eAuto1],2,0,0,0:Empty; 1:Color; 2:Auto2 ,213,SECSGEM/uHGemHT9045_EC.cpp#L213
2708,INT_4_TYPE,Auto2 Tray Type for RT,,&TrayForm.AutoFromEmptyColor[RT][eAuto2],2,0,0,0:Empty; 1:Color; 2:Auto2 ,214,SECSGEM/uHGemHT9045_EC.cpp#L214
2709,INT_4_TYPE,Auto3 Tray Type for RT,,&TrayForm.AutoFromEmptyColor[RT][eAuto3],2,0,0,0:Empty; 1:Color; 2:Auto2 ,215,SECSGEM/uHGemHT9045_EC.cpp#L215
2710,INT_4_TYPE,Fix Tray Mode,,&TrayForm.iFixTrayMode,1,0,0,0:Full Bin; 1:Up Down;,216,SECSGEM/uHGemHT9045_EC.cpp#L216
2711,INT_4_TYPE,Loader Tray Direction,,&TrayForm.Loader.Direction,3,0,0,Loader Tray Direction,217,SECSGEM/uHGemHT9045_EC.cpp#L217
2712,INT_4_TYPE,Loader Tray Mode,,&TrayForm.iManualRemoveLoader,2,0,1,0:None; 1:When Loader had skip device need remove loader tray manually; 2:When Loader had skip device need open the door to check the tray;,218,SECSGEM/uHGemHT9045_EC.cpp#L218
2713,BOOLEAN_TYPE,Auto Tray Feed,,&TrayForm.bAutoFeed,1,0,1,,219,SECSGEM/uHGemHT9045_EC.cpp#L219
2721,INT_4_TYPE,Auto1 Tray Direction,,&TrayForm.Auto[eAuto1].Direction,3,0,0,Auto1 Tray Direction,220,SECSGEM/uHGemHT9045_EC.cpp#L220
2722,INT_4_TYPE,Auto2 Tray Direction,,&TrayForm.Auto[eAuto2].Direction,3,0,0,Auto2 Tray Direction,221,SECSGEM/uHGemHT9045_EC.cpp#L221
2723,INT_4_TYPE,Auto3 Tray Direction,,&TrayForm.Auto[eAuto3].Direction,3,0,0,Auto3 Tray Direction,222,SECSGEM/uHGemHT9045_EC.cpp#L222
2731,INT_4_TYPE,Fix1 Tray Direction,,&TrayForm.Auto[eFix1].Direction,3,0,0,Fix1 Tray Direction,223,SECSGEM/uHGemHT9045_EC.cpp#L223
2732,INT_4_TYPE,Fix2 Tray Direction,,&TrayForm.Auto[eFix2].Direction,3,0,0,Fix2 Tray Direction,224,SECSGEM/uHGemHT9045_EC.cpp#L224
2733,INT_4_TYPE,Fix3 Tray Direction,,&TrayForm.Auto[eFix3].Direction,3,0,0,Fix3 Tray Direction,225,SECSGEM/uHGemHT9045_EC.cpp#L225
2734,INT_4_TYPE,Loader Tray Type Index,,&TrayForm.Loader.iTrayType,2,0,0,0:Type 1; 1:Type 2; 2:Type 3 ,226,SECSGEM/uHGemHT9045_EC.cpp#L226
2735,INT_4_TYPE,Empty Tray Type Index,,&TrayForm.Empty.iTrayType,2,0,0,0:Type 1; 1:Type 2; 2:Type 3 ,227,SECSGEM/uHGemHT9045_EC.cpp#L227
2736,INT_4_TYPE,Color Tray Type Index,,&TrayForm.Color.iTrayType,2,0,0,0:Type 1; 1:Type 2; 2:Type 3 ,228,SECSGEM/uHGemHT9045_EC.cpp#L228
2737,INT_4_TYPE,Fix1 Tray Type Index,,&TrayForm.Auto[eFix1].iTrayType,2,0,0,0:Type 1; 1:Type 2; 2:Type 3 ,229,SECSGEM/uHGemHT9045_EC.cpp#L229
2738,INT_4_TYPE,Fix2 Tray Type Index,,&TrayForm.Auto[eFix2].iTrayType,2,0,0,0:Type 1; 1:Type 2; 2:Type 3 ,230,SECSGEM/uHGemHT9045_EC.cpp#L230
2739,INT_4_TYPE,Fix3 Tray Type Index,,&TrayForm.Auto[eFix3].iTrayType,2,0,0,0:Type 1; 1:Type 2; 2:Type 3 ,231,SECSGEM/uHGemHT9045_EC.cpp#L231
2758,FT_8_TYPE,Type 1 Tray Pitch X,mm,&UserDefForm_File[0].XPitch,,,,Type 1 Tray Pitch X,232,SECSGEM/uHGemHT9045_EC.cpp#L232
2759,FT_8_TYPE,Type 1 Tray Pitch Y,mm,&UserDefForm_File[0].YPitch,,,,Type 1 Tray Pitch Y,233,SECSGEM/uHGemHT9045_EC.cpp#L233
2760,FT_8_TYPE,Type 1 Tray Start Position X,mm,&UserDefForm_File[0].XStart,,,,Type 1 Tray Start Position X,234,SECSGEM/uHGemHT9045_EC.cpp#L234
2761,FT_8_TYPE,Type 1 Tray Start Position Y,mm,&UserDefForm_File[0].YStart,,,,Type 1 Tray Start Position Y,235,SECSGEM/uHGemHT9045_EC.cpp#L235
2762,INT_4_TYPE,Type 1 Tray Division X,,&UserDefForm_File[0].XDivision,,,,Type 1 Tray Division X,236,SECSGEM/uHGemHT9045_EC.cpp#L236
2763,INT_4_TYPE,Type 1 Tray Division Y,,&UserDefForm_File[0].YDivision,,,,Type 1 Tray Division Y,237,SECSGEM/uHGemHT9045_EC.cpp#L237
2764,FT_8_TYPE,Type 1 Tray Pick Up,mm,&UserDefForm_File[0].iPickUp,,,,Type 1 Tray Pick Up,238,SECSGEM/uHGemHT9045_EC.cpp#L238
2766,INT_4_TYPE,Type 1 Tray Block Num X,,&UserDefForm_File[0].BlockNumberX,,,,Type 1 Tray Block Num X,239,SECSGEM/uHGemHT9045_EC.cpp#L239
2767,INT_4_TYPE,Type 1 Tray Block Num Y,,&UserDefForm_File[0].BlockNumberY,,,,Type 1 Tray Block Num Y,240,SECSGEM/uHGemHT9045_EC.cpp#L240
2768,FT_8_TYPE,Type 1 Tray Block Pitch X,mm,&UserDefForm_File[0].BlockPitchX,,,,Type 1 Tray Block Pitch X,241,SECSGEM/uHGemHT9045_EC.cpp#L241
2769,FT_8_TYPE,Type 1 Tray Block Pitch Y,mm,&UserDefForm_File[0].BlockPitchY,,,,Type 1 Tray Block Pitch Y,242,SECSGEM/uHGemHT9045_EC.cpp#L242
2771,FT_8_TYPE,Type 2 Tray Pitch X,mm,&UserDefForm_File[1].XPitch,,,,Type 2 Tray Pitch X,243,SECSGEM/uHGemHT9045_EC.cpp#L243
2772,FT_8_TYPE,Type 2 Tray Pitch Y,mm,&UserDefForm_File[1].YPitch,,,,Type 2 Tray Pitch Y,244,SECSGEM/uHGemHT9045_EC.cpp#L244
2773,FT_8_TYPE,Type 2 Tray Start Position X,mm,&UserDefForm_File[1].XStart,,,,Type 2 Tray Start Position X,245,SECSGEM/uHGemHT9045_EC.cpp#L245
2774,FT_8_TYPE,Type 2 Tray Start Position Y,mm,&UserDefForm_File[1].YStart,,,,Type 2 Tray Start Position Y,246,SECSGEM/uHGemHT9045_EC.cpp#L246
2775,INT_4_TYPE,Type 2 Tray Division X,,&UserDefForm_File[1].XDivision,,,,Type 2 Tray Division X,247,SECSGEM/uHGemHT9045_EC.cpp#L247
2776,INT_4_TYPE,Type 2 Tray Division Y,,&UserDefForm_File[1].YDivision,,,,Type 2 Tray Division Y,248,SECSGEM/uHGemHT9045_EC.cpp#L248
2777,FT_8_TYPE,Type 2 Tray Pick Up,mm,&UserDefForm_File[1].iPickUp,,,,Type 2 Tray Pick Up,249,SECSGEM/uHGemHT9045_EC.cpp#L249
2778,ASCII_TYPE,Type 2 Tray Memo,,&UserDefForm_File[1].cMemo,,,,Type 2 Tray Memo,250,SECSGEM/uHGemHT9045_EC.cpp#L250
2779,INT_4_TYPE,Type 2 Tray Block Num X,,&UserDefForm_File[1].BlockNumberX,,,,Type 2 Tray Block Num X,251,SECSGEM/uHGemHT9045_EC.cpp#L251
2780,INT_4_TYPE,Type 2 Tray Block Num Y,,&UserDefForm_File[1].BlockNumberY,,,,Type 2 Tray Block Num Y,252,SECSGEM/uHGemHT9045_EC.cpp#L252
2781,FT_8_TYPE,Type 2 Tray Block Pitch X,mm,&UserDefForm_File[1].BlockPitchX,,,,Type 2 Tray Block Pitch X,253,SECSGEM/uHGemHT9045_EC.cpp#L253
2782,FT_8_TYPE,Type 2 Tray Block Pitch Y,mm,&UserDefForm_File[1].BlockPitchY,,,,Type 2 Tray Block Pitch Y,254,SECSGEM/uHGemHT9045_EC.cpp#L254
2783,ASCII_TYPE,Type 3 Tray Name,,&UserDefForm_File[2].Alias,,,,Type 3 Tray Name,255,SECSGEM/uHGemHT9045_EC.cpp#L255
2784,FT_8_TYPE,Type 3 Tray Pitch X,mm,&UserDefForm_File[2].XPitch,,,,Type 3 Tray Pitch X,256,SECSGEM/uHGemHT9045_EC.cpp#L256
2785,FT_8_TYPE,Type 3 Tray Pitch Y,mm,&UserDefForm_File[2].YPitch,,,,Type 3 Tray Pitch Y,257,SECSGEM/uHGemHT9045_EC.cpp#L257
2786,FT_8_TYPE,Type 3 Tray Start Position X,mm,&UserDefForm_File[2].XStart,,,,Type 3 Tray Start Position X,258,SECSGEM/uHGemHT9045_EC.cpp#L258
2787,FT_8_TYPE,Type 3 Tray Start Position Y,mm,&UserDefForm_File[2].YStart,,,,Type 3 Tray Start Position Y,259,SECSGEM/uHGemHT9045_EC.cpp#L259
2788,INT_4_TYPE,Type 3 Tray Division X,,&UserDefForm_File[2].XDivision,,,,Type 3 Tray Division X,260,SECSGEM/uHGemHT9045_EC.cpp#L260
2789,INT_4_TYPE,Type 3 Tray Division Y,,&UserDefForm_File[2].YDivision,,,,Type 3 Tray Division Y,261,SECSGEM/uHGemHT9045_EC.cpp#L261
2790,FT_8_TYPE,Type 3 Tray Pick Up,mm,&UserDefForm_File[2].iPickUp,,,,Type 3 Tray Pick Up,262,SECSGEM/uHGemHT9045_EC.cpp#L262
2791,ASCII_TYPE,Type 3 Tray Memo,,&UserDefForm_File[2].cMemo,,,,Type 3 Tray Memo,263,SECSGEM/uHGemHT9045_EC.cpp#L263
2792,INT_4_TYPE,Type 3 Tray Block Num X,,&UserDefForm_File[2].BlockNumberX,,,,Type 3 Tray Block Num X,264,SECSGEM/uHGemHT9045_EC.cpp#L264
2793,INT_4_TYPE,Type 3 Tray Block Num Y,,&UserDefForm_File[2].BlockNumberY,,,,Type 3 Tray Block Num Y,265,SECSGEM/uHGemHT9045_EC.cpp#L265
2794,FT_8_TYPE,Type 3 Tray Block Pitch X,mm,&UserDefForm_File[2].BlockPitchX,,,,Type 3 Tray Block Pitch X,266,SECSGEM/uHGemHT9045_EC.cpp#L266
2795,FT_8_TYPE,Type 3 Tray Block Pitch Y,mm,&UserDefForm_File[2].BlockPitchY,,,,Type 3 Tray Block Pitch Y,267,SECSGEM/uHGemHT9045_EC.cpp#L267
2796,ASCII_TYPE,Bin Box Name,,&UserDefForm_File[3].Alias,,,,Bin Box Name,268,SECSGEM/uHGemHT9045_EC.cpp#L268
2797,INT_4_TYPE,Bin Box Alarm Count,,&UserDefForm_File[3].iBinBoxAlarm,5000,100,100,Bin Box Alarm Count,269,SECSGEM/uHGemHT9045_EC.cpp#L269
2798,INT_4_TYPE,Bin Box Current Count,,&LastSet.iBinBoxCount,,5,,Bin Box Current Count,270,SECSGEM/uHGemHT9045_EC.cpp#L270
2799,INT_4_TYPE,Device Direction,,&UserDefForm_File[3].iDeviceDirection,,,,0: 0 deg; 1: 90 deg; 2: 180 deg; 3: 270 deg; ,271,SECSGEM/uHGemHT9045_EC.cpp#L271
2800,INT_4_TYPE,Tray Direction,,&UserDefForm_File[3].iTrayDirection,,,,0: 0 deg; 1: 180 deg; ,272,SECSGEM/uHGemHT9045_EC.cpp#L272
2801,ASCII_TYPE,Hot Plate Form Select,,&HotPlateForm_File.Alias,,,,Hot Plate Form Select,273,SECSGEM/uHGemHT9045_EC.cpp#L273
2802,INT_4_TYPE,Hot Plate Use Select,,&HotPlateForm_File.iPlateSelect,2,0,0,0:Dual Plate; 1:Plate1 Only; 2:Plate2 Only,274,SECSGEM/uHGemHT9045_EC.cpp#L274
2804,BOOLEAN_TYPE,Use Wide Hotplate,,&HotPlateForm_File.bUseWideHotplate,,,,Use Wide Hotplate,275,SECSGEM/uHGemHT9045_EC.cpp#L275
2811,FT_8_TYPE,Hot Plate Pitch X,mm,&HotPlateForm_File.XPitch,160,1,,Hot Plate Pitch X,276,SECSGEM/uHGemHT9045_EC.cpp#L276
2812,FT_8_TYPE,Hot Plate Pitch Y,mm,&HotPlateForm_File.YPitch,200,1,,Hot Plate Pitch Y,277,SECSGEM/uHGemHT9045_EC.cpp#L277
2813,FT_8_TYPE,Hot Plate Start Position X,mm,&HotPlateForm_File.XStart,160,1,,Hot Plate Start Position X,278,SECSGEM/uHGemHT9045_EC.cpp#L278
2814,FT_8_TYPE,Hot Plate Start Position Y,mm,&HotPlateForm_File.YStart,200,1,,Hot Plate Start Position Y,279,SECSGEM/uHGemHT9045_EC.cpp#L279
2815,INT_4_TYPE,Hot Plate Division X,,&HotPlateForm_File.XDivision,20,1,,Hot Plate Division X,280,SECSGEM/uHGemHT9045_EC.cpp#L280
2816,INT_4_TYPE,Hot Plate Division Y,,&HotPlateForm_File.YDivision,40,1,,Hot Plate Division Y,281,SECSGEM/uHGemHT9045_EC.cpp#L281
2819,FT_8_TYPE,Type 1 Tray Thickness,mm,&UserDefForm[0].ZDepth,,,,Type 1 Tray Thickness,282,SECSGEM/uHGemHT9045_EC.cpp#L282
2820,FT_8_TYPE,Type 2 Tray Thickness,mm,&UserDefForm[1].ZDepth,,,,Type 2 Tray Thickness,283,SECSGEM/uHGemHT9045_EC.cpp#L283
2821,FT_8_TYPE,Type 3 Tray Thickness,mm,&UserDefForm[2].ZDepth,,,,Type 3 Tray Thickness,284,SECSGEM/uHGemHT9045_EC.cpp#L284
3400,INT_4_TYPE,Interface Type for HT9045,,&TestIF_File.iTestType,2,0,1,0: DIO; 1: GP-IB; 2: RS232;,285,SECSGEM/uHGemHT9045_EC.cpp#L285
3401,INT_4_TYPE,GPIB Mode for HT9045,,&TestIF_File.iGpibMode,4,0,0,0: Advan type1; 1: 256 Bin; 2: SPEA Type; ,286,SECSGEM/uHGemHT9045_EC.cpp#L286
3402,INT_4_TYPE,RS232 Mode for HT9045,,&TestIF_File.iRs232Mode,0,0,0,0: Standard; ,287,SECSGEM/uHGemHT9045_EC.cpp#L287
3403,INT_4_TYPE,RS232 Max Bin Count,,&TestIF_File.iRs232MaxBinCount,99,15,15,RS232 Max Bin Count,288,SECSGEM/uHGemHT9045_EC.cpp#L288
3405,FT_8_TYPE,Initial Start Delay Time,Second,&TestIF_File.dInitStartDelayTime,,,,Initial Start Delay Time,289,SECSGEM/uHGemHT9045_EC.cpp#L289
3406,INT_4_TYPE,Initial Start Delay Count,,&TestIF_File.iInitStartDelayTimeCT,,,,Initial Start Delay Count,290,SECSGEM/uHGemHT9045_EC.cpp#L290
3407,FT_8_TYPE,Initial Testing Stop Wait Time,Second,&TestIF_File.dInitWaitTime,,,,Testing Need Stop All Motor,291,SECSGEM/uHGemHT9045_EC.cpp#L291
3408,FT_8_TYPE,Testing Stop Wait Time,Second,&TestIF_File.dTestingWaitTime,,,,Testing Need Stop All Motor,292,SECSGEM/uHGemHT9045_EC.cpp#L292
3409,BOOLEAN_TYPE,Enable Start Delay in Every First Device,,&TestIF_File.bEveryFirstDeviceUseInitialDelay,1,0,0,Enable Start Delay in Every First Device,293,SECSGEM/uHGemHT9045_EC.cpp#L293
3410,BOOLEAN_TYPE,Enable Start Delay After Show Alarm Message,,&TestIF_File.bAfterShowAlarmMessageUseInitialDelay,1,0,0,Enable Start Delay After Show Alarm Message,294,SECSGEM/uHGemHT9045_EC.cpp#L294
3411,BOOLEAN_TYPE,Enable Start Delay When Test Time is Fast,,&TestIF_File.bWhenHappenTestedTimeBelowUseInitialDelay,1,0,0,Enable Start Delay When Test Time is Fast,295,SECSGEM/uHGemHT9045_EC.cpp#L295
3412,FT_8_TYPE,Enable Start Delay Test Time,Second,&TestIF_File.iEveryFirstDeviceUseInitialDelay,,,,Enable Start Delay Test Time,296,SECSGEM/uHGemHT9045_EC.cpp#L296
3413,FT_8_TYPE,Enable Start Delay Time,Second,&TestIF_File.iInitialDelay,,,,Enable Start Delay Time,297,SECSGEM/uHGemHT9045_EC.cpp#L297
3414,FT_8_TYPE,After Tested Delay,Second,&TestIF_File.dAfterTestedDelay,,,,After Tested Delay,298,SECSGEM/uHGemHT9045_EC.cpp#L298
3450,ASCII_TYPE,Test Mode for HT9045,,&TestIF_File.sTestMode,,,,Single Site; 2-Site; 2-Site Busy Shuttle; In-Line 4-Site(1X4); 2-Site (2x1); Square 4-Site(2X2); Square 4-Site(2X2) Busy Shuttle; 8-Site; 12-Site; 16-Site; 32-Site N Mode; 32-Site M Mode;,299,SECSGEM/uHGemHT9045_EC.cpp#L299
3451,FT_8_TYPE,Site X Pitch for HT9045,,&TestIF_File.dSiteXPitch,120,10,40,Site X Pitch for HT9045,300,SECSGEM/uHGemHT9045_EC.cpp#L300
3452,FT_8_TYPE,Site Y Pitch for HT9045,,&TestIF_File.dSiteYPitch,80,10,60,Site Y Pitch for HT9045,301,SECSGEM/uHGemHT9045_EC.cpp#L301
3453,INT_4_TYPE,In Arm Y-Pitch,,&TestIF_File.iARM_Y_PITCH,1,0,0,0: 60mm; 1: 63.5mm; ,302,SECSGEM/uHGemHT9045_EC.cpp#L302
3454,BOOLEAN_TYPE,Enable Reat Time CCD,,&COM2->bCCDDummyRum,1,0,0,Enable Reat Time CCD,303,SECSGEM/uHGemHT9045_EC.cpp#L303
3455,BOOLEAN_TYPE,NS7000 Bias Kit,,&TestIF_File.bNS7000kit,1,0,0,NS7000 Bias Kit,304,SECSGEM/uHGemHT9045_EC.cpp#L304
3456,BOOLEAN_TYPE,NS7000 Change Socket,,&TestIF_File.bNS7000CS,1,0,0,NS7000 Change Socket,305,SECSGEM/uHGemHT9045_EC.cpp#L305
3457,BOOLEAN_TYPE,Rotate Shuttle,,&TestIF_File.bRotateShuttle,1,0,0,Rotate Shuttle,306,SECSGEM/uHGemHT9045_EC.cpp#L306
3458,BOOLEAN_TYPE,NS8000H Change Kit,,&TestIF_File.bNS8000CS,1,0,0,NS8000H Change Kit,307,SECSGEM/uHGemHT9045_EC.cpp#L307
3459,BOOLEAN_TYPE,Octal Site X Pitch 80mm,,&TestIF_File.bOctal_80Kit,1,0,0,Octal Site X Pitch 80mm,308,SECSGEM/uHGemHT9045_EC.cpp#L308
3460,BOOLEAN_TYPE,Octal Site Use 16 Site Layout Kit,,&TestIF_File.bOctal_16Kit,1,0,0,Octal Site Use 16 Site Layout Kit,309,SECSGEM/uHGemHT9045_EC.cpp#L309
3461,INT_4_TYPE,Shuttle Mode,,&TestIF_File.iShuttleMode,1,0,0,0: Normal; 1: One Side; ,310,SECSGEM/uHGemHT9045_EC.cpp#L310
3462,INT_4_TYPE,Shuttle Select,,&TestIF_File.iShuttle_Sel,1,0,0,0: Use Shuttle 1; 1: Use Shuttle 2; ,311,SECSGEM/uHGemHT9045_EC.cpp#L311
3463,BOOLEAN_TYPE,2x2 site use 2x4 Site Layout Kit,,&TestIF_File.bSquare_OctalKit,1,0,0,2x2 site use 2x4 Site Layout Kit,313,SECSGEM/uHGemHT9045_EC.cpp#L313
3464,BOOLEAN_TYPE,Octal site use 12 Site Layout Kit,,&TestIF_File.bOctal_12Kit,1,0,0,Octal site use 12 Site Layout Kit,314,SECSGEM/uHGemHT9045_EC.cpp#L314
3465,BOOLEAN_TYPE,12_16 Site Direct Heater Layout,,&TestIF_File.bUse32Heater,1,0,0,12_16 Site Direct Heater Layout,315,SECSGEM/uHGemHT9045_EC.cpp#L315
3466,BOOLEAN_TYPE,12 Site 10 Direct Heater Layout,,&TestIF_File.b12SiteUse10Heater,1,0,0,12 Site 10 Direct Heater Layout,316,SECSGEM/uHGemHT9045_EC.cpp#L316
3467,BOOLEAN_TYPE,Enable Arm 1 Pick Arm 2 Test Function,,&TestIF_File.bArm1PickPlaceArm2Test,1,0,0,Enable Arm 1 Pick Arm 2 Test Function by Setup File,317,SECSGEM/uHGemHT9045_EC.cpp#L317
3468,BOOLEAN_TYPE,Check Arm 2 Vacuum,,&TestIF_File.bCheckArm2Vacuum,1,0,0,In arm 1 pick arm 2 test function need check arm 2 vacuum,318,SECSGEM/uHGemHT9045_EC.cpp#L318
3471,BOOLEAN_TYPE,Socket sensor,,&TestIF_File.bEnSocketSensor,1,0,0,Socket sensor,320,SECSGEM/uHGemHT9045_EC.cpp#L320
3472,INT_4_TYPE,Socket sensor count,,&TestIF_File.iSocketCount,8,1,8,Socket sensor count,321,SECSGEM/uHGemHT9045_EC.cpp#L321
3473,BOOLEAN_TYPE,2 Cable Layout Kit,,&TestIF_File.b2CableLayoutKit,1,0,0,2 Cable Layout Kit,322,SECSGEM/uHGemHT9045_EC.cpp#L322
3474,BOOLEAN_TYPE,1 Cable Layout Kit,,&TestIF_File.b1CableLayoutKit,1,0,0,1 Cable Layout Kit,323,SECSGEM/uHGemHT9045_EC.cpp#L323
3511,ASCII_TYPE,TTL Mode,,&TestIF_File.sDioName,,,,TTL Mode,325,SECSGEM/uHGemHT9045_EC.cpp#L325
3512,BOOLEAN_TYPE,TTL Anti-Signal,,&TestIF_File.bAntiSignal,-1,0,0,FALSE:Start訊號不反向; TRUE:Start訊號反向,326,SECSGEM/uHGemHT9045_EC.cpp#L326
3517,INT_4_TYPE,GPIB Address,,&TestIF_File.iGpibAddress,30,1,1,GPIB Address,327,SECSGEM/uHGemHT9045_EC.cpp#L327
3521,FT_8_TYPE,Maximun Test Time,Second,&TestIF_File.iMaxTime,,,,Maximun Test Time,328,SECSGEM/uHGemHT9045_EC.cpp#L328
3522,FT_8_TYPE,Initial Maximun Test Time,Second,&TestIF_File.iInitialMaxTime,,,,Initial Maximun Test Time,329,SECSGEM/uHGemHT9045_EC.cpp#L329
3523,FT_8_TYPE,Start Delay Time,Second,&TestIF_File.dStartDelayTime,100,0.01,0.1,Start Signal Delay Time,330,SECSGEM/uHGemHT9045_EC.cpp#L330
3524,FT_8_TYPE,Dummy Test Time,Second,&TestIF_File.iDummyTime,,,,Dummy Test Time,331,SECSGEM/uHGemHT9045_EC.cpp#L331
3540,ASCII_TYPE,Site Aa to Dh Mapping,,fSetup->tSiteMap,,,,Site Aa to Dh Mapping; 0 is close site; CSV format,332,SECSGEM/uHGemHT9045_EC.cpp#L332
3543,BOOLEAN_TYPE,Use initial start delay in socket - Every first devices,,&TestIF_File.bEveryFirstDeviceUseInitialDelay,1,0,0,Use initial start delay in socket - Every first devices,334,SECSGEM/uHGemHT9045_EC.cpp#L334
3544,FT_8_TYPE,Use initial start delay in socket - Every first devices Delay Time,Second,&TestIF_File.iInitialDelay,,,,Use initial start delay in socket - Every first devices Delay Time,335,SECSGEM/uHGemHT9045_EC.cpp#L335
3545,BOOLEAN_TYPE,Use initial start delay in socket - After Show Alarm Message,,&TestIF_File.bAfterShowAlarmMessageUseInitialDelay,1,0,0,Use initial start delay in socket - After Show Alarm Message,336,SECSGEM/uHGemHT9045_EC.cpp#L336
3546,FT_8_TYPE,Use initial start delay in socket - After Show Alarm Message Delay Time,Second,&TestIF_File.iInitialDelay_2,,,,Use initial start delay in socket - After Show Alarm Message Delay Time,337,SECSGEM/uHGemHT9045_EC.cpp#L337
3547,BOOLEAN_TYPE,Use initial start delay in socket - After Auto Clean Function ,,&TestIF_File.bAfterAutoCleanFunctionUseInitialDelay,1,0,0,Use initial start delay in socket - After Auto Clean Function,338,SECSGEM/uHGemHT9045_EC.cpp#L338
3548,FT_8_TYPE,Use initial start delay in socket - After Auto Clean Function Delay Time,Second,&TestIF_File.iInitialDelay_3,,,,Use initial start delay in socket - After Auto Clean Function Delay Time,339,SECSGEM/uHGemHT9045_EC.cpp#L339
3549,BOOLEAN_TYPE,Use initial start delay in socket - After Open HeatDoor,,&TestIF_File.bAfterOpenHeatDoorUseInitialDelay,1,0,0,Use initial start delay in socket - After Open HeatDoor ,340,SECSGEM/uHGemHT9045_EC.cpp#L340
3550,FT_8_TYPE,Use initial start delay in socket - After Open HeatDoor Delay Time,Second,&TestIF_File.iInitialDelay_5,,,,Use initial start delay in socket - After Open HeatDoor Delay Time,341,SECSGEM/uHGemHT9045_EC.cpp#L341
3553,FT_8_TYPE,Use initial start delay in socket - When happen short tested time Delay Time,Second,&TestIF_File.iInitialDelay_4,,,,Use initial start delay in socket - When happen short tested time Delay Time,342,SECSGEM/uHGemHT9045_EC.cpp#L342
3554,BOOLEAN_TYPE,Use initial start delay in socket - Use when press stop over time,,&TestIF_File.bWhenPressStopOverUseInitialDelay,1,0,0,Use initial start delay in socket - Use when press stop over time,343,SECSGEM/uHGemHT9045_EC.cpp#L343
3555,FT_8_TYPE,Use initial start delay in socket - When press stop over time setting,Second,&TestIF_File.iWhenPressStopOver,,,,Use initial start delay in socket - When press stop over time setting,344,SECSGEM/uHGemHT9045_EC.cpp#L344
3556,FT_8_TYPE,Use initial start delay in socket - Delay time when press stop over time,Second,&TestIF_File.iInitialDelay_6,,,,Use initial start delay in socket - Delay time when press stop over time,345,SECSGEM/uHGemHT9045_EC.cpp#L345
3557,BOOLEAN_TYPE,Use initial start delay in socket - Use when test site is no full,,&TestIF_File.bWhenNoFullSiteUseInitialDelay,1,0,0,Use initial start delay in socket - Use when test site is no full,346,SECSGEM/uHGemHT9045_EC.cpp#L346
3558,FT_8_TYPE,Use initial start delay in socket - Delay time when test site is no full,Second,&TestIF_File.iInitialDelay_7,,,,Use initial start delay in socket - Delay time when test site is no full,347,SECSGEM/uHGemHT9045_EC.cpp#L347
3559,BOOLEAN_TYPE,Use initial start delay in socket - Use when EOT to SOT over time,,&TestIF_File.bTestFinishToNextTestOver,1,0,0,Use initial start delay in socket - Use when EOT to SOT over time,348,SECSGEM/uHGemHT9045_EC.cpp#L348
3560,FT_8_TYPE,Use initial start delay in socket - EOT to SOT over time setting,Second,&TestIF_File.iTestFinishToNextTestOver,,,,Use initial start delay in socket - EOT to SOT over time setting,349,SECSGEM/uHGemHT9045_EC.cpp#L349
3561,FT_8_TYPE,Use initial start delay in socket - Delay time of EOT to SOT over time,Second,&TestIF_File.iInitialDelay_8,,,,Use initial start delay in socket - Delay time of EOT to SOT over time,350,SECSGEM/uHGemHT9045_EC.cpp#L350
3562,BOOLEAN_TYPE,Use initial start delay in socket - Use when OTD unlock,,&TestIF_File.bOTDUnlockDelay,1,0,0,Use initial start delay in socket - Use when OTD unlock,351,SECSGEM/uHGemHT9045_EC.cpp#L351
3563,FT_8_TYPE,Use initial start delay in socket - Delay time when OTD unlock,Second,&TestIF_File.iInitialDelay_9,,,,Use initial start delay in socket - Delay time when OTD unlock,352,SECSGEM/uHGemHT9045_EC.cpp#L352
3564,BOOLEAN_TYPE,Use initial start delay in socket - Use when SOT to EOT over time,,&TestIF_File.bTestStartToNextTestStart,1,0,0,Use initial start delay in socket - Use when SOT to EOT over time,353,SECSGEM/uHGemHT9045_EC.cpp#L353
3565,FT_8_TYPE,Use initial start delay in socket - SOT to EOT over time setting,Second,&TestIF_File.dTeststartToNextTestStart,,,,Use initial start delay in socket - SOT to EOT over time setting,354,SECSGEM/uHGemHT9045_EC.cpp#L354
3566,FT_8_TYPE,Use initial start delay in socket - Delay time of SOT to EOT over time,Second,&TestIF_File.dInitialDelay_10,,,,Use initial start delay in socket - Delay time of SOT to EOT over time,355,SECSGEM/uHGemHT9045_EC.cpp#L355
3567,FT_8_TYPE,Use initial start delay in socket - Enable Start Delay Time_RT,Second,&TestIF_File.dInitialDelay_1_RT,,,,Use initial start delay in socket - Enable Start Delay Time_RT,356,SECSGEM/uHGemHT9045_EC.cpp#L356
