"File","Line","Status","Old","New"
"CAlignmentB.cpp","1221","OK","(iClosePickerHx-iOpenPickerHx)/dX120ToX40PitchCount","ChangeToFloatNonPcnt((double)((iClosePickerHx-iOpenPickerHx)), (double)(dX120ToX40PitchCount))"
"CAlignmentB.cpp","1219","OK","((  12000/3)-(- iOpenPickerGx+iOpenPickerEx  ))/dPitchScaleX","ChangeToFloatNonPcnt((double)(((  12000/3)-(- iOpenPickerGx+iOpenPickerEx  ))), (double)(dPitchScaleX))"
"CAlignmentB.cpp","1218","OK","((   4000/3)-(-iClosePickerGx+iClosePickerEx ))/dPitchScaleX","ChangeToFloatNonPcnt((double)(((   4000/3)-(-iClosePickerGx+iClosePickerEx ))), (double)(dPitchScaleX))"
"CAlignmentB.cpp","1217","OK","(iClosePickerGx-iOpenPickerGx)/dX120ToX40PitchCount","ChangeToFloatNonPcnt((double)((iClosePickerGx-iOpenPickerGx)), (double)(dX120ToX40PitchCount))"
"CAlignmentB.cpp","1215","OK","((  12000/3)-( iOpenPickerDx-iOpenPickerEx  ))/dPitchScaleX","ChangeToFloatNonPcnt((double)(((  12000/3)-( iOpenPickerDx-iOpenPickerEx  ))), (double)(dPitchScaleX))"
"CAlignmentB.cpp","1214","OK","((   4000/3)-(iClosePickerDx-iClosePickerEx ))/dPitchScaleX","ChangeToFloatNonPcnt((double)(((   4000/3)-(iClosePickerDx-iClosePickerEx ))), (double)(dPitchScaleX))"
"CAlignmentB.cpp","1213","OK","(iOpenPickerDx-iClosePickerDx)/dX120ToX40PitchCount","ChangeToFloatNonPcnt((double)((iOpenPickerDx-iClosePickerDx)), (double)(dX120ToX40PitchCount))"
"CAlignmentB.cpp","1211","OK","((  12000/3)-( iOpenPickerCx-iOpenPickerEx  ))/dPitchScaleX","ChangeToFloatNonPcnt((double)(((  12000/3)-( iOpenPickerCx-iOpenPickerEx  ))), (double)(dPitchScaleX))"
"CAlignmentB.cpp","1210","OK","((   4000/3)-(iClosePickerCx-iClosePickerEx ))/dPitchScaleX","ChangeToFloatNonPcnt((double)(((   4000/3)-(iClosePickerCx-iClosePickerEx ))), (double)(dPitchScaleX))"
"CAlignmentB.cpp","1209","OK","(iOpenPickerCx-iClosePickerCx)/dX120ToX40PitchCount","ChangeToFloatNonPcnt((double)((iOpenPickerCx-iClosePickerCx)), (double)(dX120ToX40PitchCount))"
"CAlignmentB.cpp","1207","OK","((2*12000/3)-( iOpenPickerBx-iOpenPickerEx  ))/dPitchScaleX","ChangeToFloatNonPcnt((double)(((2*12000/3)-( iOpenPickerBx-iOpenPickerEx  ))), (double)(dPitchScaleX))"
"CAlignmentB.cpp","1206","OK","((2* 4000/3)-(iClosePickerBx-iClosePickerEx ))/dPitchScaleX","ChangeToFloatNonPcnt((double)(((2* 4000/3)-(iClosePickerBx-iClosePickerEx ))), (double)(dPitchScaleX))"
"CAlignmentB.cpp","1205","OK","(iOpenPickerBx-iClosePickerBx)/dX120ToX40PitchCount","ChangeToFloatNonPcnt((double)((iOpenPickerBx-iClosePickerBx)), (double)(dX120ToX40PitchCount))"
"CAlignmentB.cpp","1203","OK","((2*12000/3)-( iOpenPickerAx-iOpenPickerEx  ))/dPitchScaleX","ChangeToFloatNonPcnt((double)(((2*12000/3)-( iOpenPickerAx-iOpenPickerEx  ))), (double)(dPitchScaleX))"
"CAlignmentB.cpp","1202","OK","((2* 4000/3)-(iClosePickerAx-iClosePickerEx ))/dPitchScaleX","ChangeToFloatNonPcnt((double)(((2* 4000/3)-(iClosePickerAx-iClosePickerEx ))), (double)(dPitchScaleX))"
"CAlignmentB.cpp","1201","OK","(iOpenPickerAx-iClosePickerAx)/dX120ToX40PitchCount","ChangeToFloatNonPcnt((double)((iOpenPickerAx-iClosePickerAx)), (double)(dX120ToX40PitchCount))"
"CAlignmentB.cpp","484","OK","400.0/abs(dLUy-dRDy)","ChangeToFloatNonPcnt((double)(400.0), (double)(abs(dLUy-dRDy)))"
"CAlignmentB.cpp","483","OK","400.0/abs(dLUx-dRDx)","ChangeToFloatNonPcnt((double)(400.0), (double)(abs(dLUx-dRDx)))"
"CAlignmentB.cpp","478","OK","400.0/abs(dLUy-dRDy)","ChangeToFloatNonPcnt((double)(400.0), (double)(abs(dLUy-dRDy)))"
"CAlignmentB.cpp","477","OK","400.0/abs(dLUx-dRDx)","ChangeToFloatNonPcnt((double)(400.0), (double)(abs(dLUx-dRDx)))"
"CAlignmentB.cpp","369","OK","400.0/abs(dLUy-dRDy)","ChangeToFloatNonPcnt((double)(400.0), (double)(abs(dLUy-dRDy)))"
"CAlignmentB.cpp","368","OK","400.0/abs(dLUx-dRDx)","ChangeToFloatNonPcnt((double)(400.0), (double)(abs(dLUx-dRDx)))"
"CAlignmentB.cpp","363","OK","400.0/abs(dLUy-dRDy)","ChangeToFloatNonPcnt((double)(400.0), (double)(abs(dLUy-dRDy)))"
"CAlignmentB.cpp","362","OK","400.0/abs(dLUx-dRDx)","ChangeToFloatNonPcnt((double)(400.0), (double)(abs(dLUx-dRDx)))"
"AutoClean.cpp","642","OK","i/TestIF.iAutoClean_XDivision","ChangeToFloatNonPcnt((double)(i), (double)(TestIF.iAutoClean_XDivision))"
"AutoClean.cpp","635","OK","TestIF.iAutoClean_DeveicePices/iStep","ChangeToFloatNonPcnt((double)(TestIF.iAutoClean_DeveicePices), (double)(iStep))"
"AutoClean.cpp","634","OK","TestIF.iAutoClean_DeveicePices/iStep","ChangeToFloatNonPcnt((double)(TestIF.iAutoClean_DeveicePices), (double)(iStep))"
"AutoClean.cpp","628","OK","(i)/iNumGroup","ChangeToFloatNonPcnt((double)((i)), (double)(iNumGroup))"
"AutoClean.cpp","617","OK","i/TestIF.iAutoClean_XDivision","ChangeToFloatNonPcnt((double)(i), (double)(TestIF.iAutoClean_XDivision))"
"uCleaning.cpp","2269","OK","iCount/iX","ChangeToFloatNonPcnt((double)(iCount), (double)(iX))"
"uCleaning.cpp","2045","OK","iPos/udDeviceCT->Increment","ChangeToFloatNonPcnt((double)(iPos), (double)(udDeviceCT->Increment))"
"uCleaning.cpp","1418","OK","iMax/iMin","ChangeToFloatNonPcnt((double)(iMax), (double)(iMin))"
"InOutArmZteach.cpp","3833","OK","atan((Y1-Y0)/(X1-X0))*180/M_PI","ChangeToFloatNonPcnt((double)(atan((Y1-Y0)/(X1-X0))*180), (double)(M_PI))"
"InOutArmZteach.cpp","3831","OK","atan((Y1-Y0)/(X1-X0))*180/M_PI","ChangeToFloatNonPcnt((double)(atan((Y1-Y0)/(X1-X0))*180), (double)(M_PI))"
"InOutArmZteach.cpp","3826","OK","atan((Y1-Y0)/(X1-X0))*180/M_PI","ChangeToFloatNonPcnt((double)(atan((Y1-Y0)/(X1-X0))*180), (double)(M_PI))"
"InOutArmZteach.cpp","3824","OK","atan((Y1-Y0)/(X1-X0))*180/M_PI","ChangeToFloatNonPcnt((double)(atan((Y1-Y0)/(X1-X0))*180), (double)(M_PI))"
"InOutArmZteach.cpp","3819","OK","atan((Y1-Y0)/(X1-X0))*180/M_PI","ChangeToFloatNonPcnt((double)(atan((Y1-Y0)/(X1-X0))*180), (double)(M_PI))"
"InOutArmZteach.cpp","3817","OK","atan((Y1-Y0)/(X1-X0))*180/M_PI","ChangeToFloatNonPcnt((double)(atan((Y1-Y0)/(X1-X0))*180), (double)(M_PI))"
"InOutArmZteach.cpp","3812","OK","atan((Y1-Y0)/(X1-X0))*180/M_PI","ChangeToFloatNonPcnt((double)(atan((Y1-Y0)/(X1-X0))*180), (double)(M_PI))"
"InOutArmZteach.cpp","3810","OK","atan((Y1-Y0)/(X1-X0))*180/M_PI","ChangeToFloatNonPcnt((double)(atan((Y1-Y0)/(X1-X0))*180), (double)(M_PI))"
"InOutArmZteach.cpp","3327","OK","27000.0/Y_Dis","ChangeToFloatNonPcnt((double)(27000.0), (double)(Y_Dis))"
"InOutArmZteach.cpp","3326","OK","11000.0/X_Dis","ChangeToFloatNonPcnt((double)(11000.0), (double)(X_Dis))"
"InOutArmZteach.cpp","3320","OK","27000.0/Y_Dis","ChangeToFloatNonPcnt((double)(27000.0), (double)(Y_Dis))"
"InOutArmZteach.cpp","3319","OK","11000.0/X_Dis","ChangeToFloatNonPcnt((double)(11000.0), (double)(X_Dis))"
"InOutArmZteach.cpp","3313","OK","27000.0/Y_Dis","ChangeToFloatNonPcnt((double)(27000.0), (double)(Y_Dis))"
"InOutArmZteach.cpp","3312","OK","11000.0/X_Dis","ChangeToFloatNonPcnt((double)(11000.0), (double)(X_Dis))"
"InOutArmZteach.cpp","3306","OK","27000.0/Y_Dis","ChangeToFloatNonPcnt((double)(27000.0), (double)(Y_Dis))"
"InOutArmZteach.cpp","3305","OK","11000.0/X_Dis","ChangeToFloatNonPcnt((double)(11000.0), (double)(X_Dis))"
"InOutArmZteach.cpp","3299","OK","27000.0/Y_Dis","ChangeToFloatNonPcnt((double)(27000.0), (double)(Y_Dis))"
"InOutArmZteach.cpp","3298","OK","11000.0/X_Dis","ChangeToFloatNonPcnt((double)(11000.0), (double)(X_Dis))"
"InOutArmZteach.cpp","3292","OK","27000.0/Y_Dis","ChangeToFloatNonPcnt((double)(27000.0), (double)(Y_Dis))"
"InOutArmZteach.cpp","3291","OK","11000.0/X_Dis","ChangeToFloatNonPcnt((double)(11000.0), (double)(X_Dis))"
"InOutArmZteach.cpp","3285","OK","6000.0/Y_Dis","ChangeToFloatNonPcnt((double)(6000.0), (double)(Y_Dis))"
"InOutArmZteach.cpp","3284","OK","6000.0/X_Dis","ChangeToFloatNonPcnt((double)(6000.0), (double)(X_Dis))"
"InOutArmZteach.cpp","3278","OK","6000.0/Y_Dis","ChangeToFloatNonPcnt((double)(6000.0), (double)(Y_Dis))"
"InOutArmZteach.cpp","3277","OK","6000.0/X_Dis","ChangeToFloatNonPcnt((double)(6000.0), (double)(X_Dis))"
"InOutArmZteach.cpp","3226","OK","double(iJigYDis)/Y_Dis","ChangeToFloatNonPcnt((double)(double(iJigYDis)), (double)(Y_Dis))"
"BarCode.cpp","5552","OK","iBarcodePassCount[i]*100.0/iNeedBarcodeCount[i]","ChangeToFloatNonPcnt((double)(iBarcodePassCount[i]*100.0), (double)(iNeedBarcodeCount[i]))"
"fDTME08.cpp","762","OK","i/numOfCol","ChangeToFloatNonPcnt((double)(i), (double)(numOfCol))"
"fDTME08.cpp","268","OK","iCh/dtme08->GetChannelNumberPerStation()","ChangeToFloatNonPcnt((double)(iCh), (double)(dtme08->GetChannelNumberPerStation()))"
"fDTME08.cpp","122","OK","GetSize()/numOfCol","ChangeToFloatNonPcnt((double)(GetSize()), (double)(numOfCol))"
"HTMC88X1Motor.cpp","872","OK","Pulse/GearRatio","ChangeToFloatNonPcnt((double)(Pulse), (double)(GearRatio))"
"HTMC88X1Motor.cpp","851","OK","Pulse/GearRatio","ChangeToFloatNonPcnt((double)(Pulse), (double)(GearRatio))"
"HTMC88X1Motor.cpp","597","OK","200/GearRatio","ChangeToFloatNonPcnt((double)(200), (double)(GearRatio))"
"HTMC88X1Motor.cpp","384","OK","再由I/O偵測EMG訊號","ChangeToFloatNonPcnt((double)(再由I), (double)(O偵測EMG訊號))"
"HTMC88X1Motor.cpp","334","OK","LN/GearRatio","ChangeToFloatNonPcnt((double)(LN), (double)(GearRatio))"
"HTMC88X1Motor.cpp","333","OK","LP/GearRatio","ChangeToFloatNonPcnt((double)(LP), (double)(GearRatio))"
"HTMC88X1Motor.cpp","215","OK","Tar/GearRatio","ChangeToFloatNonPcnt((double)(Tar), (double)(GearRatio))"
"myMN200motor.cpp","366","OK","Tar/GearRatio","ChangeToFloatNonPcnt((double)(Tar), (double)(GearRatio))"
"myMN200motor.cpp","278","OK","6553500/Range","ChangeToFloatNonPcnt((double)(6553500), (double)(Range))"
"myMN200motor.cpp","277","OK","6553500/Range","ChangeToFloatNonPcnt((double)(6553500), (double)(Range))"
"myMN200motor.cpp","102","OK","LN/GearRatio","ChangeToFloatNonPcnt((double)(LN), (double)(GearRatio))"
"myMN200motor.cpp","101","OK","LP/GearRatio","ChangeToFloatNonPcnt((double)(LP), (double)(GearRatio))"
"mymotor.cpp","6193","OK","double(p)/r","ChangeToFloatNonPcnt((double)(double(p)), (double)(r))"
"mymotor.cpp","497","OK","Motor->GetDecDataBase()/fPersent","ChangeToFloatNonPcnt((double)(Motor->GetDecDataBase()), (double)(fPersent))"
"mymotor.cpp","496","OK","Motor->GetAccDataBase()/fPersent","ChangeToFloatNonPcnt((double)(Motor->GetAccDataBase()), (double)(fPersent))"
"mySMCmotor.cpp","865","OK","lValue/GearRatio","ChangeToFloatNonPcnt((double)(lValue), (double)(GearRatio))"
"mySMCmotor.cpp","546","OK","Tar/GearRatio","ChangeToFloatNonPcnt((double)(Tar), (double)(GearRatio))"
"mySMCmotor.cpp","467","OK","6553500/Range","ChangeToFloatNonPcnt((double)(6553500), (double)(Range))"
"mySMCmotor.cpp","466","OK","6553500/Range","ChangeToFloatNonPcnt((double)(6553500), (double)(Range))"
"mySMCmotor.cpp","441","OK","6553500/Range","ChangeToFloatNonPcnt((double)(6553500), (double)(Range))"
"mySMCmotor.cpp","440","OK","6553500/Range","ChangeToFloatNonPcnt((double)(6553500), (double)(Range))"
"mySMCmotor.cpp","415","OK","6553500/Range","ChangeToFloatNonPcnt((double)(6553500), (double)(Range))"
"mySMCmotor.cpp","414","OK","6553500/Range","ChangeToFloatNonPcnt((double)(6553500), (double)(Range))"
"mySMCmotor.cpp","289","OK","LN/GearRatio","ChangeToFloatNonPcnt((double)(LN), (double)(GearRatio))"
"mySMCmotor.cpp","288","OK","LP/GearRatio","ChangeToFloatNonPcnt((double)(LP), (double)(GearRatio))"
"mySYNTEKmotor.cpp","273","OK","dScaleSpeed / PJogHighSpeed","ChangeToFloatNonPcnt((double)(dScaleSpeed), (double)(PJogHighSpeed))"
"mySYNTEKmotor.cpp","69","OK","LN/GearRatio","ChangeToFloatNonPcnt((double)(LN), (double)(GearRatio))"
"mySYNTEKmotor.cpp","68","OK","LP/GearRatio","ChangeToFloatNonPcnt((double)(LP), (double)(GearRatio))"
"ProductionInfo.cpp","2239","OK","7200/dTestTime","ChangeToFloatNonPcnt((double)(7200), (double)(dTestTime))"
"ProductionInfo.cpp","1658","OK","atof(sSumPowerTime.c_str())/fLastTestTime","ChangeToFloatNonPcnt((double)(atof(sSumPowerTime.c_str())), (double)(fLastTestTime))"
"ProductionInfo.cpp","699","OK","atof(sPowerTime.c_str())/fLastTestTime","ChangeToFloatNonPcnt((double)(atof(sPowerTime.c_str())), (double)(fLastTestTime))"
"uPAT_Function.cpp","1545","OK","dMolecular/dDenominator","ChangeToFloatNonPcnt((double)(dMolecular), (double)(dDenominator))"
"uPAT_Function.cpp","428","OK","[stPauseTime]/GetTotalContactCount()","ChangeToFloatNonPcnt((double)([stPauseTime]), (double)(GetTotalContactCount()))"
"uPAT_Function.cpp","421","OK","RunInfo.dTestTimeSec/GetTotalContactCount()","ChangeToFloatNonPcnt((double)(RunInfo.dTestTimeSec), (double)(GetTotalContactCount()))"
"fRotate.cpp","687","OK","(sgRotateIn->Height-10)/sgRotateIn->RowCount","ChangeToFloatNonPcnt((double)((sgRotateIn->Height-10)), (double)(sgRotateIn->RowCount))"
"fRotate.cpp","686","OK","(sgRotateIn->Width -10)/sgRotateIn->ColCount","ChangeToFloatNonPcnt((double)((sgRotateIn->Width -10)), (double)(sgRotateIn->ColCount))"
"fRotate.cpp","684","OK","(sgRotateIn->Height-10)/sgRotateIn->RowCount","ChangeToFloatNonPcnt((double)((sgRotateIn->Height-10)), (double)(sgRotateIn->RowCount))"
"fRotate.cpp","683","OK","(sgRotateIn->Width -10)/sgRotateIn->ColCount","ChangeToFloatNonPcnt((double)((sgRotateIn->Width -10)), (double)(sgRotateIn->ColCount))"
"fRotate.cpp","623","OK","(sgRotateIn->Height-10)/sgRotateIn->RowCount","ChangeToFloatNonPcnt((double)((sgRotateIn->Height-10)), (double)(sgRotateIn->RowCount))"
"fRotate.cpp","622","OK","(sgRotateIn->Width -10)/sgRotateIn->ColCount","ChangeToFloatNonPcnt((double)((sgRotateIn->Width -10)), (double)(sgRotateIn->ColCount))"
"fRotate.cpp","620","OK","(sgRotateIn->Height-10)/sgRotateIn->RowCount","ChangeToFloatNonPcnt((double)((sgRotateIn->Height-10)), (double)(sgRotateIn->RowCount))"
"fRotate.cpp","619","OK","(sgRotateIn->Width -10)/sgRotateIn->ColCount","ChangeToFloatNonPcnt((double)((sgRotateIn->Width -10)), (double)(sgRotateIn->ColCount))"
"SECSGEM.cpp","1241","OK","P->Tag/iMaxCol","ChangeToFloatNonPcnt((double)(P->Tag), (double)(iMaxCol))"
"SECSGEM.cpp","1185","OK","Tag/iMaxCol","ChangeToFloatNonPcnt((double)(Tag), (double)(iMaxCol))"
"SECSGEM.cpp","1078","OK","Tag/iMaxCol","ChangeToFloatNonPcnt((double)(Tag), (double)(iMaxCol))"
"uHGemClass.cpp","1461","OK","enable/disable","ChangeToFloatNonPcnt((double)(enable), (double)(disable))"
"uHGemEquipment.cpp","8551","OK","enable/disable","ChangeToFloatNonPcnt((double)(enable), (double)(disable))"
"uHGemEquipment.cpp","4290","OK","TotalFileSize/iMaxSend","ChangeToFloatNonPcnt((double)(TotalFileSize), (double)(iMaxSend))"
"uHGemEquipment.cpp","1850","OK","ItemSize/TypeSize","ChangeToFloatNonPcnt((double)(ItemSize), (double)(TypeSize))"
"uHGemEquipment.cpp","1818","OK","ItemSize/TypeSize","ChangeToFloatNonPcnt((double)(ItemSize), (double)(TypeSize))"
"uHGemEquipment.cpp","1786","OK","ItemSize/TypeSize","ChangeToFloatNonPcnt((double)(ItemSize), (double)(TypeSize))"
"uHGemEquipment.cpp","1754","OK","ItemSize/TypeSize","ChangeToFloatNonPcnt((double)(ItemSize), (double)(TypeSize))"
"uHGemEquipment.cpp","1722","OK","ItemSize/TypeSize","ChangeToFloatNonPcnt((double)(ItemSize), (double)(TypeSize))"
"uHGemEquipment.cpp","1690","OK","ItemSize/TypeSize","ChangeToFloatNonPcnt((double)(ItemSize), (double)(TypeSize))"
"uHGemEquipment.cpp","1657","OK","ItemSize/TypeSize","ChangeToFloatNonPcnt((double)(ItemSize), (double)(TypeSize))"
"uHGemEquipment.cpp","1629","OK","ItemSize/TypeSize","ChangeToFloatNonPcnt((double)(ItemSize), (double)(TypeSize))"
"uHGemEquipment.cpp","1615","OK","ItemSize/TypeSize","ChangeToFloatNonPcnt((double)(ItemSize), (double)(TypeSize))"
"SortingBinTray.cpp","1736","OK","(CalData.iUseTray[iTX][iTY]-1 - iSX) / SuckData->iXItem","ChangeToFloatNonPcnt((double)((CalData.iUseTray[iTX][iTY]-1 - iSX)), (double)(SuckData->iXItem))"
"SortingBinTray.cpp","1599","OK","Parameter.iPickSuckX*SuckData.iXPitch/TrayData.iXPitch","ChangeToFloatNonPcnt((double)(Parameter.iPickSuckX*SuckData.iXPitch), (double)(TrayData.iXPitch))"
"SortingBinTray.cpp","1598","OK","Parameter.iPickSuckX*SuckData.iXPitch/TrayData.iXPitch","ChangeToFloatNonPcnt((double)(Parameter.iPickSuckX*SuckData.iXPitch), (double)(TrayData.iXPitch))"
"SortingBinTray.cpp","1590","OK","Parameter.iPickSuckX*SuckData.iXPitch/TrayData.iXPitch","ChangeToFloatNonPcnt((double)(Parameter.iPickSuckX*SuckData.iXPitch), (double)(TrayData.iXPitch))"
"SortingBinTray.cpp","1589","OK","Parameter.iPickSuckX*SuckData.iXPitch/TrayData.iXPitch","ChangeToFloatNonPcnt((double)(Parameter.iPickSuckX*SuckData.iXPitch), (double)(TrayData.iXPitch))"
"SortingBinTray.cpp","1432","OK","Parameter.iPickSuckX*SuckData.iXPitch/TrayData.iXPitch","ChangeToFloatNonPcnt((double)(Parameter.iPickSuckX*SuckData.iXPitch), (double)(TrayData.iXPitch))"
"SortingBinTray.cpp","1431","OK","Parameter.iPickSuckX*SuckData.iXPitch/TrayData.iXPitch","ChangeToFloatNonPcnt((double)(Parameter.iPickSuckX*SuckData.iXPitch), (double)(TrayData.iXPitch))"
"SortingBinTray.cpp","1423","OK","Parameter.iPickSuckX*SuckData.iXPitch/TrayData.iXPitch","ChangeToFloatNonPcnt((double)(Parameter.iPickSuckX*SuckData.iXPitch), (double)(TrayData.iXPitch))"
"SortingBinTray.cpp","1422","OK","Parameter.iPickSuckX*SuckData.iXPitch/TrayData.iXPitch","ChangeToFloatNonPcnt((double)(Parameter.iPickSuckX*SuckData.iXPitch), (double)(TrayData.iXPitch))"
"SortingBinTray.cpp","1411","OK","Parameter.iPickSuckX*SuckData.iXPitch/TrayData.iXPitch","ChangeToFloatNonPcnt((double)(Parameter.iPickSuckX*SuckData.iXPitch), (double)(TrayData.iXPitch))"
"SortingBinTray.cpp","1410","OK","Parameter.iPickSuckX*SuckData.iXPitch/TrayData.iXPitch","ChangeToFloatNonPcnt((double)(Parameter.iPickSuckX*SuckData.iXPitch), (double)(TrayData.iXPitch))"
"SortingBinTray.cpp","1402","OK","Parameter.iPickSuckX*SuckData.iXPitch/TrayData.iXPitch","ChangeToFloatNonPcnt((double)(Parameter.iPickSuckX*SuckData.iXPitch), (double)(TrayData.iXPitch))"
"SortingBinTray.cpp","1401","OK","Parameter.iPickSuckX*SuckData.iXPitch/TrayData.iXPitch","ChangeToFloatNonPcnt((double)(Parameter.iPickSuckX*SuckData.iXPitch), (double)(TrayData.iXPitch))"
