"File","FullPath","Line","OldExpr","NewExpr","Numerator","Denominator","OrigLine"
"cinitial.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\cinitial.cpp","14113","GetSHCHKPos(iLineNo, SThreadPara.base_pos[iShuttleNo])/MOT[MInShuttle1].Motor->GearRatio","ChangeToFloatNonPcnt((double)(GetSHCHKPos(iLineNo, SThreadPara.base_pos[iShuttleNo])), (double)(MOT[MInShuttle1].Motor->GearRatio))","GetSHCHKPos(iLineNo, SThreadPara.base_pos[iShuttleNo])","MOT[MInShuttle1].Motor->GearRatio","SThreadPara.iCheckPosMax[iShuttleNo][iLineNo]=GetSHCHKPos(iLineNo, SThreadPara.base_pos[iShuttleNo])/MOT[MInShuttle1].Motor->GearRatio+CHECK_RANGE;"
"cinitial.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\cinitial.cpp","14114","GetSHCHKPos(iLineNo, SThreadPara.base_pos[iShuttleNo])/MOT[MInShuttle1].Motor->GearRatio","ChangeToFloatNonPcnt((double)(GetSHCHKPos(iLineNo, SThreadPara.base_pos[iShuttleNo])), (double)(MOT[MInShuttle1].Motor->GearRatio))","GetSHCHKPos(iLineNo, SThreadPara.base_pos[iShuttleNo])","MOT[MInShuttle1].Motor->GearRatio","SThreadPara.iCheckPosMin[iShuttleNo][iLineNo]=GetSHCHKPos(iLineNo, SThreadPara.base_pos[iShuttleNo])/MOT[MInShuttle1].Motor->GearRatio-CHECK_RANGE*1.2;   //Steven 20110530 : 通常會抓到比較接近最小值的,所以要多減一點。"
"cinitial.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\cinitial.cpp","14116","GetSHCHKPos(iLineNo, SThreadPara.base_posY[iShuttleNo])/MOT[MInShuttle1].Motor->GearRatio","ChangeToFloatNonPcnt((double)(GetSHCHKPos(iLineNo, SThreadPara.base_posY[iShuttleNo])), (double)(MOT[MInShuttle1].Motor->GearRatio))","GetSHCHKPos(iLineNo, SThreadPara.base_posY[iShuttleNo])","MOT[MInShuttle1].Motor->GearRatio","SThreadPara.iCheckPosMaxY[iShuttleNo][iLineNo]=GetSHCHKPos(iLineNo, SThreadPara.base_posY[iShuttleNo])/MOT[MInShuttle1].Motor->GearRatio+CHECK_RANGE;"
"cinitial.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\cinitial.cpp","14117","GetSHCHKPos(iLineNo, SThreadPara.base_posY[iShuttleNo])/MOT[MInShuttle1].Motor->GearRatio","ChangeToFloatNonPcnt((double)(GetSHCHKPos(iLineNo, SThreadPara.base_posY[iShuttleNo])), (double)(MOT[MInShuttle1].Motor->GearRatio))","GetSHCHKPos(iLineNo, SThreadPara.base_posY[iShuttleNo])","MOT[MInShuttle1].Motor->GearRatio","SThreadPara.iCheckPosMinY[iShuttleNo][iLineNo]=GetSHCHKPos(iLineNo, SThreadPara.base_posY[iShuttleNo])/MOT[MInShuttle1].Motor->GearRatio-CHECK_RANGE*1.2;   //Steven 20110530 : 通常會抓到比較接近最小值的,所以要多減一點。"
"cinitial.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\cinitial.cpp","14119","GetSHCHKPos(iLineNo, SThreadPara.base_InposY[iShuttleNo])/MOT[MInShuttle1].Motor->GearRatio","ChangeToFloatNonPcnt((double)(GetSHCHKPos(iLineNo, SThreadPara.base_InposY[iShuttleNo])), (double)(MOT[MInShuttle1].Motor->GearRatio))","GetSHCHKPos(iLineNo, SThreadPara.base_InposY[iShuttleNo])","MOT[MInShuttle1].Motor->GearRatio","SThreadPara.iCheckInPosMaxY[iShuttleNo][iLineNo]=GetSHCHKPos(iLineNo, SThreadPara.base_InposY[iShuttleNo])/MOT[MInShuttle1].Motor->GearRatio+CHECK_RANGE;       //Isaac 20170418 (Steven) 用Y Latch檢測Inshuttle有無IC"
"cinitial.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\cinitial.cpp","14120","GetSHCHKPos(iLineNo, SThreadPara.base_InposY[iShuttleNo])/MOT[MInShuttle1].Motor->GearRatio","ChangeToFloatNonPcnt((double)(GetSHCHKPos(iLineNo, SThreadPara.base_InposY[iShuttleNo])), (double)(MOT[MInShuttle1].Motor->GearRatio))","GetSHCHKPos(iLineNo, SThreadPara.base_InposY[iShuttleNo])","MOT[MInShuttle1].Motor->GearRatio","SThreadPara.iCheckInPosMinY[iShuttleNo][iLineNo]=GetSHCHKPos(iLineNo, SThreadPara.base_InposY[iShuttleNo])/MOT[MInShuttle1].Motor->GearRatio-CHECK_RANGE*1.2;   //Isaac 20170418 (Steven) 用Y Latch檢測Inshuttle有無IC"
"cMyDB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\cMyDB.cpp","368","LastSet.SystemAccSecond[iDataType][stJamTime])/1000)/LastSet.iJamCount[2]","ChangeToFloatNonPcnt((double)(LastSet.SystemAccSecond[iDataType][stJamTime])/1000)), (double)(LastSet.iJamCount[2]))","LastSet.SystemAccSecond[iDataType][stJamTime])/1000)","LastSet.iJamCount[2]","LastSet.SystemAccSecond[iDataType][stJamTime])/1000)/LastSet.iJamCount[2];"
"cMyDB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\cMyDB.cpp","369","Sum/LastSet.iJamCount[2]","ChangeToFloatNonPcnt((double)(Sum), (double)(LastSet.iJamCount[2]))","Sum","LastSet.iJamCount[2]","MUBA=Sum/LastSet.iJamCount[2];"
"cObserver.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\cObserver.cpp","1753","sum/TestIF_File.iMonitorWindow","ChangeToFloatNonPcnt((double)(sum), (double)(TestIF_File.iMonitorWindow))","sum","TestIF_File.iMonitorWindow","avg=sum/TestIF_File.iMonitorWindow;"
"cObserver.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\cObserver.cpp","2273","dSec/LastSet.iJamCount[1]","ChangeToFloatNonPcnt((double)(dSec), (double)(LastSet.iJamCount[1]))","dSec","LastSet.iJamCount[1]","dSec=dSec/LastSet.iJamCount[1];"
"cpublic.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\cpublic.cpp","233","i/GearRatio","ChangeToFloatNonPcnt((double)(i), (double)(GearRatio))","i","GearRatio","i=i/GearRatio;"
"cpublic.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\cpublic.cpp","292","d/dDigit","ChangeToFloatNonPcnt((double)(d), (double)(dDigit))","d","dDigit","return d/dDigit;"
"cpublic.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\cpublic.cpp","1561","0.5/w","ChangeToFloatNonPcnt((double)(0.5), (double)(w))","0.5","w","x=x+0.5/w;"
"cpublic.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\cpublic.cpp","1563","0.5/w","ChangeToFloatNonPcnt((double)(0.5), (double)(w))","0.5","w","x=x-0.5/w;"
"cpublic.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\cpublic.cpp","1566","y/w","ChangeToFloatNonPcnt((double)(y), (double)(w))","y","w","x=y/w;"
"csystem.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\csystem.cpp","13729","iFail_ART*100/Sum_ART","ChangeToFloatNonPcnt((double)(iFail_ART*100), (double)(Sum_ART))","iFail_ART*100","Sum_ART","iFailYield=iFail_ART*100/Sum_ART;                               //wei 20150923 add ART計數"
"csystem.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\csystem.cpp","21014","dBoostCoolSec/Temperature.dPostBoostDuration[iTriggerBoostFuncBack]","ChangeToFloatNonPcnt((double)(dBoostCoolSec), (double)(Temperature.dPostBoostDuration[iTriggerBoostFuncBack]))","dBoostCoolSec","Temperature.dPostBoostDuration[iTriggerBoostFuncBack]","if(1.0-dBoostCoolSec/Temperature.dPostBoostDuration[iTriggerBoostFuncBack]>0)"
"csystem.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\csystem.cpp","21015","dBoostCoolSec/Temperature.dPostBoostDuration[iTriggerBoostFuncBack]","ChangeToFloatNonPcnt((double)(dBoostCoolSec), (double)(Temperature.dPostBoostDuration[iTriggerBoostFuncBack]))","dBoostCoolSec","Temperature.dPostBoostDuration[iTriggerBoostFuncBack]","dBoostOffset=Temperature.dBoostOffset[iTriggerBoostFuncBack]*(1.0-dBoostCoolSec/Temperature.dPostBoostDuration[iTriggerBoostFuncBack]);"
"csystem.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\csystem.cpp","21140","ESD_GENERAL.Alarm_Continuous_Time*1000/ESD_GENERAL.ScanInterval","ChangeToFloatNonPcnt((double)(ESD_GENERAL.Alarm_Continuous_Time*1000), (double)(ESD_GENERAL.ScanInterval))","ESD_GENERAL.Alarm_Continuous_Time*1000","ESD_GENERAL.ScanInterval","ESD_GENERAL.Alarm_MaxOccurrencesCount           =ESD_GENERAL.Alarm_Continuous_Time*1000/ESD_GENERAL.ScanInterval*0.8;                                   //Steven 20161104 : 最大Alarm發生次數"
"csystem.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\csystem.cpp","22615","iPickMag/iFixCnt","ChangeToFloatNonPcnt((double)(iPickMag), (double)(iFixCnt))","iPickMag","iFixCnt","int iRy=iPickMag/iFixCnt;"
"csystem.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\csystem.cpp","22659","iMag/iFixCnt","ChangeToFloatNonPcnt((double)(iMag), (double)(iFixCnt))","iMag","iFixCnt","iRy=iMag/iFixCnt;"
"csystem.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\csystem.cpp","22697","iMag/iFixCnt","ChangeToFloatNonPcnt((double)(iMag), (double)(iFixCnt))","iMag","iFixCnt","iRy=iMag/iFixCnt;"
"cTrayMapping.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\cTrayMapping.cpp","6084","(double)iSum/iCount","ChangeToFloatNonPcnt((double)((double)iSum), (double)(iCount))","(double)iSum","iCount","double dAVG=(double)iSum/iCount;"
"FixAICCD.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\FixAICCD.cpp","221","iAiDataLen/iAiStructLen","ChangeToFloatNonPcnt((double)(iAiDataLen), (double)(iAiStructLen))","iAiDataLen","iAiStructLen","iAiSite=iAiDataLen/iAiStructLen;"
"Magazine.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\Magazine.cpp","567","iPickWhichMag/iFixCnt","ChangeToFloatNonPcnt((double)(iPickWhichMag), (double)(iFixCnt))","iPickWhichMag","iFixCnt","iRy=iPickWhichMag/iFixCnt;"
"Magazine.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\Magazine.cpp","592","iOutArmBlockIndex/AutoForm[iWhichAuto]->BlockXItem","ChangeToFloatNonPcnt((double)(iOutArmBlockIndex), (double)(AutoForm[iWhichAuto]->BlockXItem))","iOutArmBlockIndex","AutoForm[iWhichAuto]->BlockXItem","iyEnd = BY + (iOutArmBlockIndex/AutoForm[iWhichAuto]->BlockXItem * BY);"
"Magazine.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\Magazine.cpp","608","iOutArmBlockIndex/AutoForm[iWhichAuto]->BlockXItem","ChangeToFloatNonPcnt((double)(iOutArmBlockIndex), (double)(AutoForm[iWhichAuto]->BlockXItem))","iOutArmBlockIndex","AutoForm[iWhichAuto]->BlockXItem","iyEnd = BY + (iOutArmBlockIndex/AutoForm[iWhichAuto]->BlockXItem * BY);"
"main.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\main.cpp","2816","250/Timer1->Interval","ChangeToFloatNonPcnt((double)(250), (double)(Timer1->Interval))","250","Timer1->Interval","if(ct>(250/Timer1->Interval))                                       //kevin 20140327  500->250"
"main.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\main.cpp","3047","250/Timer1->Interval","ChangeToFloatNonPcnt((double)(250), (double)(Timer1->Interval))","250","Timer1->Interval","if(ct>(250/Timer1->Interval))                                               //kevin 20140327  500->250"
"main.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\main.cpp","7299","(sgTemp->Width-10)/sgTemp->ColCount","ChangeToFloatNonPcnt((double)((sgTemp->Width-10)), (double)(sgTemp->ColCount))","(sgTemp->Width-10)","sgTemp->ColCount","if((sgTemp->Width-10)/sgTemp->ColCount>0)"
"main.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\main.cpp","7300","(sgTemp->Width-10)/sgTemp->ColCount","ChangeToFloatNonPcnt((double)((sgTemp->Width-10)), (double)(sgTemp->ColCount))","(sgTemp->Width-10)","sgTemp->ColCount","sgTemp->DefaultColWidth=(sgTemp->Width-10)/sgTemp->ColCount-5;"
"main.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\main.cpp","7391","(sgTemp[i]->Width-10)/sgTemp[i]->ColCount","ChangeToFloatNonPcnt((double)((sgTemp[i]->Width-10)), (double)(sgTemp[i]->ColCount))","(sgTemp[i]->Width-10)","sgTemp[i]->ColCount","if((sgTemp[i]->Width-10)/sgTemp[i]->ColCount>0)"
"main.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\main.cpp","7392","(sgTemp[i]->Width-10)/sgTemp[i]->ColCount","ChangeToFloatNonPcnt((double)((sgTemp[i]->Width-10)), (double)(sgTemp[i]->ColCount))","(sgTemp[i]->Width-10)","sgTemp[i]->ColCount","sgTemp[i]->DefaultColWidth=(sgTemp[i]->Width-10)/sgTemp[i]->ColCount;"
"main.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\main.cpp","21060","(LastSet.SystemAccSecond[0][stPauseTime]+LastSet.SystemAccSecond[0][stProductTime]+LastSet.SystemAccSecond[0][stJamTime])/LastSet.iJamCount[1]","ChangeToFloatNonPcnt((double)((LastSet.SystemAccSecond[0][stPauseTime]+LastSet.SystemAccSecond[0][stProductTime]+LastSet.SystemAccSecond[0][stJamTime])), (double)(LastSet.iJamCount[1]))","(LastSet.SystemAccSecond[0][stPauseTime]+LastSet.SystemAccSecond[0][stProductTime]+LastSet.SystemAccSecond[0][stJamTime])","LastSet.iJamCount[1]","RunInfo.MTBA=ConvertMSecToSPC((LastSet.SystemAccSecond[0][stPauseTime]+LastSet.SystemAccSecond[0][stProductTime]+LastSet.SystemAccSecond[0][stJamTime])/LastSet.iJamCount[1]);        //Isaac 20180417 (Steven) 修正MTBF公式(pause+production+jam)/jamcount"
"main.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\main.cpp","24080","2000/Timer3->Interval","ChangeToFloatNonPcnt((double)(2000), (double)(Timer3->Interval))","2000","Timer3->Interval","if(InitialOK==true && (iOnceLangFlagCT>=2000/Timer3->Interval))"
"main.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\main.cpp","29551","(i-1)/TestSocket.iShtCol","ChangeToFloatNonPcnt((double)((i-1)), (double)(TestSocket.iShtCol))","(i-1)","TestSocket.iShtCol","sTemp.sprintf(""%c%c:%s;"", 'A'+((i-1)/TestSocket.iShtCol), 'a'+((i-1)%TestSocket.iShtCol), sTemp1);"
"main.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\main.cpp","32496","(sgTemp[i]->Width-10)/sgTemp[i]->ColCount","ChangeToFloatNonPcnt((double)((sgTemp[i]->Width-10)), (double)(sgTemp[i]->ColCount))","(sgTemp[i]->Width-10)","sgTemp[i]->ColCount","if((sgTemp[i]->Width-10)/sgTemp[i]->ColCount>0)"
"main.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\main.cpp","32497","(sgTemp[i]->Width-10)/sgTemp[i]->ColCount","ChangeToFloatNonPcnt((double)((sgTemp[i]->Width-10)), (double)(sgTemp[i]->ColCount))","(sgTemp[i]->Width-10)","sgTemp[i]->ColCount","sgTemp[i]->DefaultColWidth=(sgTemp[i]->Width-10)/sgTemp[i]->ColCount;"
"mykitsuck.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\mykitsuck.cpp","1814","iSum/ct","ChangeToFloatNonPcnt((double)(iSum), (double)(ct))","iSum","ct","VacuumOnTime=iSum/ct;"
"mykitsuck.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\mykitsuck.cpp","1835","iSum/ct","ChangeToFloatNonPcnt((double)(iSum), (double)(ct))","iSum","ct","VacuumOffTime=iSum/ct;"
"mymessbox.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\mymessbox.cpp","627","1000/Timer1->Interval","ChangeToFloatNonPcnt((double)(1000), (double)(Timer1->Interval))","1000","Timer1->Interval","if(iCT>(1000/Timer1->Interval))                                             //jou 2011-08-01 start : 避免訊息被蓋在main form下面"
"myTimer.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\myTimer.cpp","113","(rEndDelay.QuadPart-rStartDelay.QuadPart)/rFreq.QuadPart","ChangeToFloatNonPcnt((double)((rEndDelay.QuadPart-rStartDelay.QuadPart)), (double)(rFreq.QuadPart))","(rEndDelay.QuadPart-rStartDelay.QuadPart)","rFreq.QuadPart","itmp=(rEndDelay.QuadPart-rStartDelay.QuadPart)/rFreq.QuadPart;  //Steven 20191016 : 修正"
"myTimer.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\myTimer.cpp","130","(rEndDelay.QuadPart-rStartDelay.QuadPart)*1000/rFreq.QuadPart","ChangeToFloatNonPcnt((double)((rEndDelay.QuadPart-rStartDelay.QuadPart)*1000), (double)(rFreq.QuadPart))","(rEndDelay.QuadPart-rStartDelay.QuadPart)*1000","rFreq.QuadPart","itmp=(rEndDelay.QuadPart-rStartDelay.QuadPart)*1000/rFreq.QuadPart;"
"myTimer.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\myTimer.cpp","147","(rEndDelay.QuadPart-rStartDelay.QuadPart)*1000000/rFreq.QuadPart","ChangeToFloatNonPcnt((double)((rEndDelay.QuadPart-rStartDelay.QuadPart)*1000000), (double)(rFreq.QuadPart))","(rEndDelay.QuadPart-rStartDelay.QuadPart)*1000000","rFreq.QuadPart","itmp=(rEndDelay.QuadPart-rStartDelay.QuadPart)*1000000/rFreq.QuadPart;"
"note.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\note.cpp","3439","1000/Timer1->Interval","ChangeToFloatNonPcnt((double)(1000), (double)(Timer1->Interval))","1000","Timer1->Interval","if(iCT>(1000/Timer1->Interval))                                             //jou 2011-08-01 start : 避免訊息被蓋在main form下面"
"tools.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\tools.cpp","223","iWaitTime/Timer1->Interval","ChangeToFloatNonPcnt((double)(iWaitTime), (double)(Timer1->Interval))","iWaitTime","Timer1->Interval","TimeTick=iWaitTime/Timer1->Interval;"
"uLotInfo.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\uLotInfo.cpp","11195","daverage[1]/iListTemperatureData","ChangeToFloatNonPcnt((double)(daverage[1]), (double)(iListTemperatureData))","daverage[1]","iListTemperatureData","daverage[2]=daverage[1]/iListTemperatureData;                           //平均值"
"uMotorTest.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\uMotorTest.cpp","524","Average/dwLoopCount","ChangeToFloatNonPcnt((double)(Average), (double)(dwLoopCount))","Average","dwLoopCount","lblAvgTime->Caption=Average/dwLoopCount;"
"uMotorTest.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\uMotorTest.cpp","556","Average/dwLoopCount","ChangeToFloatNonPcnt((double)(Average), (double)(dwLoopCount))","Average","dwLoopCount","lblAvgTime->Caption=Average/dwLoopCount;"
"uMotorTest.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\uMotorTest.cpp","597","Average/dwLoopCount","ChangeToFloatNonPcnt((double)(Average), (double)(dwLoopCount))","Average","dwLoopCount","lblAvgTime->Caption=Average/dwLoopCount;"
"uYieldMonitoring.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\uYieldMonitoring.cpp","5298","iYieldSiteBinpass[l][i][j]*100/Prod.iIntervalLowYieldCountBySite","ChangeToFloatNonPcnt((double)(iYieldSiteBinpass[l][i][j]*100), (double)(Prod.iIntervalLowYieldCountBySite))","iYieldSiteBinpass[l][i][j]*100","Prod.iIntervalLowYieldCountBySite","dYield1[l][i][j]=iYieldSiteBinpass[l][i][j]*100/Prod.iIntervalLowYieldCountBySite;"
"uYieldMonitoring.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\uYieldMonitoring.cpp","5428","iYieldTotalBinpass*100/Prod.iIntervalLowYieldCountByTotal","ChangeToFloatNonPcnt((double)(iYieldTotalBinpass*100), (double)(Prod.iIntervalLowYieldCountByTotal))","iYieldTotalBinpass*100","Prod.iIntervalLowYieldCountByTotal","dYield1=iYieldTotalBinpass*100/Prod.iIntervalLowYieldCountByTotal;"
"ATCSystem.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\ATC\ATCSystem.cpp","2033","iAvg/Temperature.iTjAvgTimes","ChangeToFloatNonPcnt((double)(iAvg), (double)(Temperature.iTjAvgTimes))","iAvg","Temperature.iTjAvgTimes","iAvg=iAvg/Temperature.iTjAvgTimes;"
"AutoAlignment.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\AutoAlignment.cpp","1891","(2*iDis)/sqrt(dLength)","ChangeToFloatNonPcnt((double)((2*iDis)), (double)(sqrt(dLength)))","(2*iDis)","sqrt(dLength)","ResolutionX =(2*iDis)/sqrt(dLength);"
"AutoAlignment.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\AutoAlignment.cpp","1896","(2*iDis)/sqrt(dLength)","ChangeToFloatNonPcnt((double)((2*iDis)), (double)(sqrt(dLength)))","(2*iDis)","sqrt(dLength)","ResolutionY =(2*iDis)/sqrt(dLength);"
"AutoAlignment.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\AutoAlignment.cpp","1927","(2*iDis)/Round(sqrt(dLength), 2)","ChangeToFloatNonPcnt((double)((2*iDis)), (double)(Round(sqrt(dLength), 2)))","(2*iDis)","Round(sqrt(dLength), 2)","ResolutionX =(2*iDis)/Round(sqrt(dLength), 2);"
"AutoAlignment.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\AutoAlignment.cpp","1932","(2*iDis)/Round(sqrt(dLength),2)","ChangeToFloatNonPcnt((double)((2*iDis)), (double)(Round(sqrt(dLength),2)))","(2*iDis)","Round(sqrt(dLength),2)","ResolutionY =(2*iDis)/Round(sqrt(dLength),2);"
"AutoAlignment.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\AutoAlignment.cpp","4828","sqrt(fabs(dRealLength))/sqrt(fabs(dCalLength))","ChangeToFloatNonPcnt((double)(sqrt(fabs(dRealLength))), (double)(sqrt(fabs(dCalLength))))","sqrt(fabs(dRealLength))","sqrt(fabs(dCalLength))","ResolutionX =sqrt(fabs(dRealLength))/sqrt(fabs(dCalLength));"
"AutoAlignment.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\AutoAlignment.cpp","4841","sqrt(fabs(dRealLength))/sqrt(fabs(dCalLength))","ChangeToFloatNonPcnt((double)(sqrt(fabs(dRealLength))), (double)(sqrt(fabs(dCalLength))))","sqrt(fabs(dRealLength))","sqrt(fabs(dCalLength))","ResolutionY=sqrt(fabs(dRealLength))/sqrt(fabs(dCalLength));"
"AutoAlignment.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\AutoAlignment.cpp","5266","sqrt(fabs(dRealLength))/sqrt(fabs(dCalLength))","ChangeToFloatNonPcnt((double)(sqrt(fabs(dRealLength))), (double)(sqrt(fabs(dCalLength))))","sqrt(fabs(dRealLength))","sqrt(fabs(dCalLength))","ResolutionX =sqrt(fabs(dRealLength))/sqrt(fabs(dCalLength));"
"AutoAlignment.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\AutoAlignment.cpp","5274","sqrt(fabs(dRealLength))/sqrt(fabs(dCalLength))","ChangeToFloatNonPcnt((double)(sqrt(fabs(dRealLength))), (double)(sqrt(fabs(dCalLength))))","sqrt(fabs(dRealLength))","sqrt(fabs(dCalLength))","ResolutionY =sqrt(fabs(dRealLength))/sqrt(fabs(dCalLength));"
"AutoAlignment.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\AutoAlignment.cpp","5771","(2*iDis)/sqrt(dLength)","ChangeToFloatNonPcnt((double)((2*iDis)), (double)(sqrt(dLength)))","(2*iDis)","sqrt(dLength)","ResolutionX =(2*iDis)/sqrt(dLength);"
"AutoAlignment.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\AutoAlignment.cpp","5776","(2*iDis)/sqrt(dLength)","ChangeToFloatNonPcnt((double)((2*iDis)), (double)(sqrt(dLength)))","(2*iDis)","sqrt(dLength)","ResolutionY =(2*iDis)/sqrt(dLength);"
"AutoAlignment.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\AutoAlignment.cpp","5809","(2*iDis)/Round(sqrt(dLength), 2)","ChangeToFloatNonPcnt((double)((2*iDis)), (double)(Round(sqrt(dLength), 2)))","(2*iDis)","Round(sqrt(dLength), 2)","ResolutionX =(2*iDis)/Round(sqrt(dLength), 2);"
"AutoAlignment.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\AutoAlignment.cpp","5814","(2*iDis)/Round(sqrt(dLength), 2)","ChangeToFloatNonPcnt((double)((2*iDis)), (double)(Round(sqrt(dLength), 2)))","(2*iDis)","Round(sqrt(dLength), 2)","ResolutionY =(2*iDis)/Round(sqrt(dLength), 2);"
"CAlignmentB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\CAlignmentB.cpp","362","400.0/abs(dLUx-dRDx)","ChangeToFloatNonPcnt((double)(400.0), (double)(abs(dLUx-dRDx)))","400.0","abs(dLUx-dRDx)","TestIF_File.dInBottomPixelSizeX=400.0/abs(dLUx-dRDx);"
"CAlignmentB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\CAlignmentB.cpp","363","400.0/abs(dLUy-dRDy)","ChangeToFloatNonPcnt((double)(400.0), (double)(abs(dLUy-dRDy)))","400.0","abs(dLUy-dRDy)","TestIF_File.dInBottomPixelSizeY=400.0/abs(dLUy-dRDy);"
"CAlignmentB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\CAlignmentB.cpp","368","400.0/abs(dLUx-dRDx)","ChangeToFloatNonPcnt((double)(400.0), (double)(abs(dLUx-dRDx)))","400.0","abs(dLUx-dRDx)","TestIF_File.dOutBottomPixelSizeX=400.0/abs(dLUx-dRDx);"
"CAlignmentB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\CAlignmentB.cpp","369","400.0/abs(dLUy-dRDy)","ChangeToFloatNonPcnt((double)(400.0), (double)(abs(dLUy-dRDy)))","400.0","abs(dLUy-dRDy)","TestIF_File.dOutBottomPixelSizeY=400.0/abs(dLUy-dRDy);"
