"File","FullPath","Line","OldExpr","NewExpr","Numerator","Denominator","OrigLine"
"CAlignmentB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\CAlignmentB.cpp","477","400.0/abs(dLUx-dRDx)","ChangeToFloatNonPcnt((double)(400.0), (double)(abs(dLUx-dRDx)))","400.0","abs(dLUx-dRDx)","TestIF_File.dInTopPixelSizeX=400.0/abs(dLUx-dRDx);"
"CAlignmentB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\CAlignmentB.cpp","478","400.0/abs(dLUy-dRDy)","ChangeToFloatNonPcnt((double)(400.0), (double)(abs(dLUy-dRDy)))","400.0","abs(dLUy-dRDy)","TestIF_File.dInTopPixelSizeY=400.0/abs(dLUy-dRDy);"
"CAlignmentB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\CAlignmentB.cpp","483","400.0/abs(dLUx-dRDx)","ChangeToFloatNonPcnt((double)(400.0), (double)(abs(dLUx-dRDx)))","400.0","abs(dLUx-dRDx)","TestIF_File.dOutTopPixelSizeX=400.0/abs(dLUx-dRDx);"
"CAlignmentB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\CAlignmentB.cpp","484","400.0/abs(dLUy-dRDy)","ChangeToFloatNonPcnt((double)(400.0), (double)(abs(dLUy-dRDy)))","400.0","abs(dLUy-dRDy)","TestIF_File.dOutTopPixelSizeY=400.0/abs(dLUy-dRDy);"
"CAlignmentB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\CAlignmentB.cpp","1201","(iOpenPickerAx-iClosePickerAx)/dX120ToX40PitchCount","ChangeToFloatNonPcnt((double)((iOpenPickerAx-iClosePickerAx)), (double)(dX120ToX40PitchCount))","(iOpenPickerAx-iClosePickerAx)","dX120ToX40PitchCount","dPitchScaleX=(iOpenPickerAx-iClosePickerAx)/dX120ToX40PitchCount;"
"CAlignmentB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\CAlignmentB.cpp","1202","((2* 4000/3)-(iClosePickerAx-iClosePickerEx ))/dPitchScaleX","ChangeToFloatNonPcnt((double)(((2* 4000/3)-(iClosePickerAx-iClosePickerEx ))), (double)(dPitchScaleX))","((2* 4000/3)-(iClosePickerAx-iClosePickerEx ))","dPitchScaleX","iX40PitchCount [ePickerA] += ((2* 4000/3)-(iClosePickerAx-iClosePickerEx ))/dPitchScaleX;"
"CAlignmentB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\CAlignmentB.cpp","1203","((2*12000/3)-( iOpenPickerAx-iOpenPickerEx  ))/dPitchScaleX","ChangeToFloatNonPcnt((double)(((2*12000/3)-( iOpenPickerAx-iOpenPickerEx  ))), (double)(dPitchScaleX))","((2*12000/3)-( iOpenPickerAx-iOpenPickerEx  ))","dPitchScaleX","iX120PitchCount[ePickerA] += ((2*12000/3)-( iOpenPickerAx-iOpenPickerEx  ))/dPitchScaleX;"
"CAlignmentB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\CAlignmentB.cpp","1205","(iOpenPickerBx-iClosePickerBx)/dX120ToX40PitchCount","ChangeToFloatNonPcnt((double)((iOpenPickerBx-iClosePickerBx)), (double)(dX120ToX40PitchCount))","(iOpenPickerBx-iClosePickerBx)","dX120ToX40PitchCount","dPitchScaleX=(iOpenPickerBx-iClosePickerBx)/dX120ToX40PitchCount;"
"CAlignmentB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\CAlignmentB.cpp","1206","((2* 4000/3)-(iClosePickerBx-iClosePickerEx ))/dPitchScaleX","ChangeToFloatNonPcnt((double)(((2* 4000/3)-(iClosePickerBx-iClosePickerEx ))), (double)(dPitchScaleX))","((2* 4000/3)-(iClosePickerBx-iClosePickerEx ))","dPitchScaleX","iX40PitchCount [ePickerB] += ((2* 4000/3)-(iClosePickerBx-iClosePickerEx ))/dPitchScaleX;"
"CAlignmentB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\CAlignmentB.cpp","1207","((2*12000/3)-( iOpenPickerBx-iOpenPickerEx  ))/dPitchScaleX","ChangeToFloatNonPcnt((double)(((2*12000/3)-( iOpenPickerBx-iOpenPickerEx  ))), (double)(dPitchScaleX))","((2*12000/3)-( iOpenPickerBx-iOpenPickerEx  ))","dPitchScaleX","iX120PitchCount[ePickerB] += ((2*12000/3)-( iOpenPickerBx-iOpenPickerEx  ))/dPitchScaleX;"
"CAlignmentB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\CAlignmentB.cpp","1209","(iOpenPickerCx-iClosePickerCx)/dX120ToX40PitchCount","ChangeToFloatNonPcnt((double)((iOpenPickerCx-iClosePickerCx)), (double)(dX120ToX40PitchCount))","(iOpenPickerCx-iClosePickerCx)","dX120ToX40PitchCount","dPitchScaleX=(iOpenPickerCx-iClosePickerCx)/dX120ToX40PitchCount;"
"CAlignmentB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\CAlignmentB.cpp","1210","((   4000/3)-(iClosePickerCx-iClosePickerEx ))/dPitchScaleX","ChangeToFloatNonPcnt((double)(((   4000/3)-(iClosePickerCx-iClosePickerEx ))), (double)(dPitchScaleX))","((   4000/3)-(iClosePickerCx-iClosePickerEx ))","dPitchScaleX","iX40PitchCount [ePickerC] += ((   4000/3)-(iClosePickerCx-iClosePickerEx ))/dPitchScaleX;"
"CAlignmentB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\CAlignmentB.cpp","1211","((  12000/3)-( iOpenPickerCx-iOpenPickerEx  ))/dPitchScaleX","ChangeToFloatNonPcnt((double)(((  12000/3)-( iOpenPickerCx-iOpenPickerEx  ))), (double)(dPitchScaleX))","((  12000/3)-( iOpenPickerCx-iOpenPickerEx  ))","dPitchScaleX","iX120PitchCount[ePickerC] += ((  12000/3)-( iOpenPickerCx-iOpenPickerEx  ))/dPitchScaleX;"
"CAlignmentB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\CAlignmentB.cpp","1213","(iOpenPickerDx-iClosePickerDx)/dX120ToX40PitchCount","ChangeToFloatNonPcnt((double)((iOpenPickerDx-iClosePickerDx)), (double)(dX120ToX40PitchCount))","(iOpenPickerDx-iClosePickerDx)","dX120ToX40PitchCount","dPitchScaleX=(iOpenPickerDx-iClosePickerDx)/dX120ToX40PitchCount;"
"CAlignmentB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\CAlignmentB.cpp","1214","((   4000/3)-(iClosePickerDx-iClosePickerEx ))/dPitchScaleX","ChangeToFloatNonPcnt((double)(((   4000/3)-(iClosePickerDx-iClosePickerEx ))), (double)(dPitchScaleX))","((   4000/3)-(iClosePickerDx-iClosePickerEx ))","dPitchScaleX","iX40PitchCount [ePickerD] += ((   4000/3)-(iClosePickerDx-iClosePickerEx ))/dPitchScaleX;"
"CAlignmentB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\CAlignmentB.cpp","1215","((  12000/3)-( iOpenPickerDx-iOpenPickerEx  ))/dPitchScaleX","ChangeToFloatNonPcnt((double)(((  12000/3)-( iOpenPickerDx-iOpenPickerEx  ))), (double)(dPitchScaleX))","((  12000/3)-( iOpenPickerDx-iOpenPickerEx  ))","dPitchScaleX","iX120PitchCount[ePickerD] += ((  12000/3)-( iOpenPickerDx-iOpenPickerEx  ))/dPitchScaleX;"
"CAlignmentB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\CAlignmentB.cpp","1217","(iClosePickerGx-iOpenPickerGx)/dX120ToX40PitchCount","ChangeToFloatNonPcnt((double)((iClosePickerGx-iOpenPickerGx)), (double)(dX120ToX40PitchCount))","(iClosePickerGx-iOpenPickerGx)","dX120ToX40PitchCount","dPitchScaleX=(iClosePickerGx-iOpenPickerGx)/dX120ToX40PitchCount;"
"CAlignmentB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\CAlignmentB.cpp","1218","((   4000/3)-(-iClosePickerGx+iClosePickerEx ))/dPitchScaleX","ChangeToFloatNonPcnt((double)(((   4000/3)-(-iClosePickerGx+iClosePickerEx ))), (double)(dPitchScaleX))","((   4000/3)-(-iClosePickerGx+iClosePickerEx ))","dPitchScaleX","iX40PitchCount [ePickerG] += ((   4000/3)-(-iClosePickerGx+iClosePickerEx ))/dPitchScaleX;"
"CAlignmentB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\CAlignmentB.cpp","1219","((  12000/3)-(- iOpenPickerGx+iOpenPickerEx  ))/dPitchScaleX","ChangeToFloatNonPcnt((double)(((  12000/3)-(- iOpenPickerGx+iOpenPickerEx  ))), (double)(dPitchScaleX))","((  12000/3)-(- iOpenPickerGx+iOpenPickerEx  ))","dPitchScaleX","iX120PitchCount[ePickerG] += ((  12000/3)-(- iOpenPickerGx+iOpenPickerEx  ))/dPitchScaleX;"
"CAlignmentB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\CAlignmentB.cpp","1221","(iClosePickerHx-iOpenPickerHx)/dX120ToX40PitchCount","ChangeToFloatNonPcnt((double)((iClosePickerHx-iOpenPickerHx)), (double)(dX120ToX40PitchCount))","(iClosePickerHx-iOpenPickerHx)","dX120ToX40PitchCount","dPitchScaleX=(iClosePickerHx-iOpenPickerHx)/dX120ToX40PitchCount;"
"CAlignmentB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\CAlignmentB.cpp","1222","((   4000/3)-(-iClosePickerHx+iClosePickerEx ))/dPitchScaleX","ChangeToFloatNonPcnt((double)(((   4000/3)-(-iClosePickerHx+iClosePickerEx ))), (double)(dPitchScaleX))","((   4000/3)-(-iClosePickerHx+iClosePickerEx ))","dPitchScaleX","iX40PitchCount [ePickerH] += ((   4000/3)-(-iClosePickerHx+iClosePickerEx ))/dPitchScaleX;"
"CAlignmentB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\CAlignmentB.cpp","1223","((  12000/3)-(- iOpenPickerHx+iOpenPickerEx  ))/dPitchScaleX","ChangeToFloatNonPcnt((double)(((  12000/3)-(- iOpenPickerHx+iOpenPickerEx  ))), (double)(dPitchScaleX))","((  12000/3)-(- iOpenPickerHx+iOpenPickerEx  ))","dPitchScaleX","iX120PitchCount[ePickerH] += ((  12000/3)-(- iOpenPickerHx+iOpenPickerEx  ))/dPitchScaleX;"
"CAlignmentB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\CAlignmentB.cpp","1234","iX40PitchCountAvg/iCnt","ChangeToFloatNonPcnt((double)(iX40PitchCountAvg), (double)(iCnt))","iX40PitchCountAvg","iCnt","iX40PitchCountAvg = iX40PitchCountAvg/iCnt;"
"CAlignmentB.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoAlignment\CAlignmentB.cpp","1235","iX120PitchCountAvg/iCnt","ChangeToFloatNonPcnt((double)(iX120PitchCountAvg), (double)(iCnt))","iX120PitchCountAvg","iCnt","iX120PitchCountAvg=iX120PitchCountAvg/iCnt;"
"AutoClean.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoClean\AutoClean.cpp","617","i/TestIF.iAutoClean_XDivision","ChangeToFloatNonPcnt((double)(i), (double)(TestIF.iAutoClean_XDivision))","i","TestIF.iAutoClean_XDivision","int Y=i/TestIF.iAutoClean_XDivision+TestIF.iAutoClean_YDivision+2;"
"AutoClean.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoClean\AutoClean.cpp","628","(i)/iNumGroup","ChangeToFloatNonPcnt((double)((i)), (double)(iNumGroup))","(i)","iNumGroup","iSet=((i)/iNumGroup)*(iAutoCleanUseXPitch);"
"AutoClean.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoClean\AutoClean.cpp","634","TestIF.iAutoClean_DeveicePices/iStep","ChangeToFloatNonPcnt((double)(TestIF.iAutoClean_DeveicePices), (double)(iStep))","TestIF.iAutoClean_DeveicePices","iStep","if(iSet>TestIF.iAutoClean_DeveicePices/iStep)"
"AutoClean.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoClean\AutoClean.cpp","635","TestIF.iAutoClean_DeveicePices/iStep","ChangeToFloatNonPcnt((double)(TestIF.iAutoClean_DeveicePices), (double)(iStep))","TestIF.iAutoClean_DeveicePices","iStep","iSet=TestIF.iAutoClean_DeveicePices/iStep;"
"AutoClean.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoClean\AutoClean.cpp","642","i/TestIF.iAutoClean_XDivision","ChangeToFloatNonPcnt((double)(i), (double)(TestIF.iAutoClean_XDivision))","i","TestIF.iAutoClean_XDivision","int Y=i/TestIF.iAutoClean_XDivision+TestIF.iAutoClean_YDivision+2;"
"uCleaning.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoClean\uCleaning.cpp","1418","iMax/iMin","ChangeToFloatNonPcnt((double)(iMax), (double)(iMin))","iMax","iMin","iCount=(iMax/iMin);"
"uCleaning.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoClean\uCleaning.cpp","2045","iPos/udDeviceCT->Increment","ChangeToFloatNonPcnt((double)(iPos), (double)(udDeviceCT->Increment))","iPos","udDeviceCT->Increment","else if(((iPos/udDeviceCT->Increment)%2)!=0)                                //Jimmychiu 20221027 後續數量需要成雙避免bug"
"uCleaning.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoClean\uCleaning.cpp","2269","iCount/iX","ChangeToFloatNonPcnt((double)(iCount), (double)(iX))","iCount","iX","iB=iCount/iX;"
"InOutArmZteach.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoTeach\InOutArmZteach.cpp","3226","double(iJigYDis)/Y_Dis","ChangeToFloatNonPcnt((double)(double(iJigYDis)), (double)(Y_Dis))","double(iJigYDis)","Y_Dis","dYScale=double(iJigYDis)/Y_Dis;"
"InOutArmZteach.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoTeach\InOutArmZteach.cpp","3277","6000.0/X_Dis","ChangeToFloatNonPcnt((double)(6000.0), (double)(X_Dis))","6000.0","X_Dis","dXScale=6000.0/X_Dis;"
"InOutArmZteach.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoTeach\InOutArmZteach.cpp","3278","6000.0/Y_Dis","ChangeToFloatNonPcnt((double)(6000.0), (double)(Y_Dis))","6000.0","Y_Dis","dYScale=6000.0/Y_Dis;"
"InOutArmZteach.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoTeach\InOutArmZteach.cpp","3284","6000.0/X_Dis","ChangeToFloatNonPcnt((double)(6000.0), (double)(X_Dis))","6000.0","X_Dis","dXScale=6000.0/X_Dis;"
"InOutArmZteach.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoTeach\InOutArmZteach.cpp","3285","6000.0/Y_Dis","ChangeToFloatNonPcnt((double)(6000.0), (double)(Y_Dis))","6000.0","Y_Dis","dYScale=6000.0/Y_Dis;"
"InOutArmZteach.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoTeach\InOutArmZteach.cpp","3291","11000.0/X_Dis","ChangeToFloatNonPcnt((double)(11000.0), (double)(X_Dis))","11000.0","X_Dis","dXScale=11000.0/X_Dis;"
"InOutArmZteach.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoTeach\InOutArmZteach.cpp","3292","27000.0/Y_Dis","ChangeToFloatNonPcnt((double)(27000.0), (double)(Y_Dis))","27000.0","Y_Dis","dYScale=27000.0/Y_Dis;"
"InOutArmZteach.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoTeach\InOutArmZteach.cpp","3298","11000.0/X_Dis","ChangeToFloatNonPcnt((double)(11000.0), (double)(X_Dis))","11000.0","X_Dis","dXScale=11000.0/X_Dis;"
"InOutArmZteach.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoTeach\InOutArmZteach.cpp","3299","27000.0/Y_Dis","ChangeToFloatNonPcnt((double)(27000.0), (double)(Y_Dis))","27000.0","Y_Dis","dYScale=27000.0/Y_Dis;"
"InOutArmZteach.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoTeach\InOutArmZteach.cpp","3305","11000.0/X_Dis","ChangeToFloatNonPcnt((double)(11000.0), (double)(X_Dis))","11000.0","X_Dis","dXScale=11000.0/X_Dis;"
"InOutArmZteach.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoTeach\InOutArmZteach.cpp","3306","27000.0/Y_Dis","ChangeToFloatNonPcnt((double)(27000.0), (double)(Y_Dis))","27000.0","Y_Dis","dYScale=27000.0/Y_Dis;"
"InOutArmZteach.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoTeach\InOutArmZteach.cpp","3312","11000.0/X_Dis","ChangeToFloatNonPcnt((double)(11000.0), (double)(X_Dis))","11000.0","X_Dis","dXScale=11000.0/X_Dis;"
"InOutArmZteach.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoTeach\InOutArmZteach.cpp","3313","27000.0/Y_Dis","ChangeToFloatNonPcnt((double)(27000.0), (double)(Y_Dis))","27000.0","Y_Dis","dYScale=27000.0/Y_Dis;"
"InOutArmZteach.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoTeach\InOutArmZteach.cpp","3319","11000.0/X_Dis","ChangeToFloatNonPcnt((double)(11000.0), (double)(X_Dis))","11000.0","X_Dis","dXScale=11000.0/X_Dis;"
"InOutArmZteach.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoTeach\InOutArmZteach.cpp","3320","27000.0/Y_Dis","ChangeToFloatNonPcnt((double)(27000.0), (double)(Y_Dis))","27000.0","Y_Dis","dYScale=27000.0/Y_Dis;"
"InOutArmZteach.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoTeach\InOutArmZteach.cpp","3326","11000.0/X_Dis","ChangeToFloatNonPcnt((double)(11000.0), (double)(X_Dis))","11000.0","X_Dis","dXScale=11000.0/X_Dis;"
"InOutArmZteach.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoTeach\InOutArmZteach.cpp","3327","27000.0/Y_Dis","ChangeToFloatNonPcnt((double)(27000.0), (double)(Y_Dis))","27000.0","Y_Dis","dYScale=27000.0/Y_Dis;"
"InOutArmZteach.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoTeach\InOutArmZteach.cpp","3810","atan((Y1-Y0)/(X1-X0))*180/M_PI","ChangeToFloatNonPcnt((double)(atan((Y1-Y0)/(X1-X0))*180), (double)(M_PI))","atan((Y1-Y0)/(X1-X0))*180","M_PI","angle_temp=atan((Y1-Y0)/(X1-X0))*180/M_PI;"
"InOutArmZteach.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoTeach\InOutArmZteach.cpp","3812","atan((Y1-Y0)/(X1-X0))*180/M_PI","ChangeToFloatNonPcnt((double)(atan((Y1-Y0)/(X1-X0))*180), (double)(M_PI))","atan((Y1-Y0)/(X1-X0))*180","M_PI","angle_temp=-90+atan((Y1-Y0)/(X1-X0))*180/M_PI;    //與Y軸的夾角"
"InOutArmZteach.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoTeach\InOutArmZteach.cpp","3817","atan((Y1-Y0)/(X1-X0))*180/M_PI","ChangeToFloatNonPcnt((double)(atan((Y1-Y0)/(X1-X0))*180), (double)(M_PI))","atan((Y1-Y0)/(X1-X0))*180","M_PI","angle_temp=atan((Y1-Y0)/(X1-X0))*180/M_PI;"
"InOutArmZteach.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoTeach\InOutArmZteach.cpp","3819","atan((Y1-Y0)/(X1-X0))*180/M_PI","ChangeToFloatNonPcnt((double)(atan((Y1-Y0)/(X1-X0))*180), (double)(M_PI))","atan((Y1-Y0)/(X1-X0))*180","M_PI","angle_temp=90+atan((Y1-Y0)/(X1-X0))*180/M_PI;"
"InOutArmZteach.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoTeach\InOutArmZteach.cpp","3824","atan((Y1-Y0)/(X1-X0))*180/M_PI","ChangeToFloatNonPcnt((double)(atan((Y1-Y0)/(X1-X0))*180), (double)(M_PI))","atan((Y1-Y0)/(X1-X0))*180","M_PI","angle_temp=atan((Y1-Y0)/(X1-X0))*180/M_PI;"
"InOutArmZteach.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoTeach\InOutArmZteach.cpp","3826","atan((Y1-Y0)/(X1-X0))*180/M_PI","ChangeToFloatNonPcnt((double)(atan((Y1-Y0)/(X1-X0))*180), (double)(M_PI))","atan((Y1-Y0)/(X1-X0))*180","M_PI","angle_temp=-90+atan((Y1-Y0)/(X1-X0))*180/M_PI;"
"InOutArmZteach.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoTeach\InOutArmZteach.cpp","3831","atan((Y1-Y0)/(X1-X0))*180/M_PI","ChangeToFloatNonPcnt((double)(atan((Y1-Y0)/(X1-X0))*180), (double)(M_PI))","atan((Y1-Y0)/(X1-X0))*180","M_PI","angle_temp=atan((Y1-Y0)/(X1-X0))*180/M_PI;"
"InOutArmZteach.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\AutoTeach\InOutArmZteach.cpp","3833","atan((Y1-Y0)/(X1-X0))*180/M_PI","ChangeToFloatNonPcnt((double)(atan((Y1-Y0)/(X1-X0))*180), (double)(M_PI))","atan((Y1-Y0)/(X1-X0))*180","M_PI","angle_temp=90+atan((Y1-Y0)/(X1-X0))*180/M_PI;"
"BarCode.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\BarCode\BarCode.cpp","5552","iBarcodePassCount[i]*100.0/iNeedBarcodeCount[i]","ChangeToFloatNonPcnt((double)(iBarcodePassCount[i]*100.0), (double)(iNeedBarcodeCount[i]))","iBarcodePassCount[i]*100.0","iNeedBarcodeCount[i]","rate=double(iBarcodePassCount[i]*100.0/iNeedBarcodeCount[i]);"
"fDTME08.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\EJ1N\fDTME08.cpp","122","GetSize()/numOfCol","ChangeToFloatNonPcnt((double)(GetSize()), (double)(numOfCol))","GetSize()","numOfCol","panel->GroupBox->Top      = 124*(GetSize()/numOfCol);"
"fDTME08.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\EJ1N\fDTME08.cpp","268","iCh/dtme08->GetChannelNumberPerStation()","ChangeToFloatNonPcnt((double)(iCh), (double)(dtme08->GetChannelNumberPerStation()))","iCh","dtme08->GetChannelNumberPerStation()","iStation=iCh/dtme08->GetChannelNumberPerStation();"
"fDTME08.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\EJ1N\fDTME08.cpp","762","i/numOfCol","ChangeToFloatNonPcnt((double)(i), (double)(numOfCol))","i","numOfCol","GetPalGroup(iMem)->GroupBox->Top      = 124*(i/numOfCol);"
"HTMC88X1Motor.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\Motor\HTMC88X1Motor.cpp","215","Tar/GearRatio","ChangeToFloatNonPcnt((double)(Tar), (double)(GearRatio))","Tar","GearRatio","iP1=Tar/GearRatio;"
"HTMC88X1Motor.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\Motor\HTMC88X1Motor.cpp","333","LP/GearRatio","ChangeToFloatNonPcnt((double)(LP), (double)(GearRatio))","LP","GearRatio","LP=LP/GearRatio;"
"HTMC88X1Motor.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\Motor\HTMC88X1Motor.cpp","334","LN/GearRatio","ChangeToFloatNonPcnt((double)(LN), (double)(GearRatio))","LN","GearRatio","LN=LN/GearRatio;"
"HTMC88X1Motor.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\Motor\HTMC88X1Motor.cpp","384","再由I/O偵測EMG訊號","ChangeToFloatNonPcnt((double)(再由I), (double)(O偵測EMG訊號))","再由I","O偵測EMG訊號","3、目前公司做法是按緊停按鈕時，將Servo On訊號斷掉，再由I/O偵測EMG訊號"
"HTMC88X1Motor.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\Motor\HTMC88X1Motor.cpp","597","200/GearRatio","ChangeToFloatNonPcnt((double)(200), (double)(GearRatio))","200","GearRatio","iMaxTryCT=200/GearRatio; // if still no find home sensor"
"HTMC88X1Motor.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\Motor\HTMC88X1Motor.cpp","851","Pulse/GearRatio","ChangeToFloatNonPcnt((double)(Pulse), (double)(GearRatio))","Pulse","GearRatio","Pulse=Pulse/GearRatio;"
"HTMC88X1Motor.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\Motor\HTMC88X1Motor.cpp","872","Pulse/GearRatio","ChangeToFloatNonPcnt((double)(Pulse), (double)(GearRatio))","Pulse","GearRatio","Pulse=Pulse/GearRatio;"
"myMN200motor.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\Motor\myMN200motor.cpp","101","LP/GearRatio","ChangeToFloatNonPcnt((double)(LP), (double)(GearRatio))","LP","GearRatio","LP=LP/GearRatio;"
"myMN200motor.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\Motor\myMN200motor.cpp","102","LN/GearRatio","ChangeToFloatNonPcnt((double)(LN), (double)(GearRatio))","LN","GearRatio","LN=LN/GearRatio;"
"myMN200motor.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\Motor\myMN200motor.cpp","277","6553500/Range","ChangeToFloatNonPcnt((double)(6553500), (double)(Range))","6553500","Range","if(x>6553500/Range)                                                         //DL單軸最大可達9.8Mpps//"
"myMN200motor.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\Motor\myMN200motor.cpp","278","6553500/Range","ChangeToFloatNonPcnt((double)(6553500), (double)(Range))","6553500","Range","x=6553500/Range;                                                        //DF單軸最大可達6.5Mpps//"
"myMN200motor.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\Motor\myMN200motor.cpp","366","Tar/GearRatio","ChangeToFloatNonPcnt((double)(Tar), (double)(GearRatio))","Tar","GearRatio","iP1=Tar/GearRatio;"
"mymotor.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\Motor\mymotor.cpp","496","Motor->GetAccDataBase()/fPersent","ChangeToFloatNonPcnt((double)(Motor->GetAccDataBase()), (double)(fPersent))","Motor->GetAccDataBase()","fPersent","Acc=Motor->GetAccDataBase()/fPersent;"
"mymotor.cpp","D:\HT9045\HT9011UC_Code_V3.33.897.0_20260306\Motor\mymotor.cpp","497","Motor->GetDecDataBase()/fPersent","ChangeToFloatNonPcnt((double)(Motor->GetDecDataBase()), (double)(fPersent))","Motor->GetDecDataBase()","fPersent","Dec=Motor->GetDecDataBase()/fPersent;"
